user;user_profile;date_review;title;rating;type_visit;num_contributions;review
Hugo7869;Hugo7869;3 octobre 2018;Un pur moment de bonheur;5.0;couples;24;"Restaurant haut de gamme
Service impeccable
Plats absolument réussis, fins et succulents 
Je conseille fortement"
Fearless669177;Fearless669177;29 septembre 2018;Allez-y!;5.0;family;9;Nous avons passé une très bonne soirée. Service impeccable, chef présent et abordable, repas délicieux.. Bref nous reviendrons et recommandons à d’autres cet établissement 
valyris;valyris;28 septembre 2018;Repas d’affaire;5.0;business;60;"Encore un moment exceptionnel dans un cadre idyllique!!! Une gastronomie et carte des vins  extraordinaire pour un prix raisonnable !!!!
Merci à Mathieu Viannay et toute son équipe !!!!!"
Claude H;270claudeh;28 septembre 2018;Menu degustation;5.0;family;3;"Mets délicieux avec une harmonie des saveurs
Nous avons pris le menu dégustation
Le homard est fabuleux "
Matthieu B;298matthieub;27 septembre 2018;Un vrai voyage gustatif !;5.0;couples;2;L'acceuil est très professionnel, chaleureux et efficace ! Les plats sont très raffinés et vous aurez l'occasion de voir le chef Mathieu Vianney à la fin de votre expérience gustative !
scubadoc69;scubadoc69;22 septembre 2018;Excellentissime;5.0;friends;7;Des classiques lyonnais revisités avec bonheur et des créations originales savoureuses, des lieux chargés d'histoire culinaire où l'équipe vous accueille avec compétence, gentillesse et discrétion… Mathieu Vianney a tout bon sur ce coup là…! Bravo et merci pour cette superbe soirée.
André v;463andr_v;21 septembre 2018;explosion de saveurs;5.0;friends;28;"mathieu Vianney  a donné une impulsion savoureuse à cette maison traditionnelle faisant partie du patrimoine culinaire des lyonnais...Aux fourneaux , le chef maitrise parfaitement sa cuisine , très élaborée, gourmande, originale , magnifiant les contrastes .
Le menu ""dégustation "" nous a subjugués..
En salle , service efficace , discret , attentionné; avis pertinents du sommelier."
Candide;oliviam448;21 septembre 2018;Exceptionnel;5.0;friends;110;"Une cuisine toujours aussi parfaite .accueil chaleureux , lieu d’exception avec une nouvelle décoration encore plus raffinée. 
Hâte d’y retourner . Merci "
Gilles D;180gillesd;19 septembre 2018;C’est magnifique!;5.0;business;15;"Les travaux réalisés cet été sont au parfait équilibre du respect du lieu pour son histoire, avec ses salons, son bar et les céramiques et autres ornements en fer forgé sur la façade; et de l’ouverture vers une modernité particulièrement raffinée avec un mobilier choisi, des éléments décoratifs forts comme le mosaïques, le luminaire et les patines sur les murs.
La cuisine continue à être ce qui se fait de mieux, avec de vrais plats créatifs qui mettent en valeur nos terroirs enrichis par des saveurs issues des voyages du chef.
L’équipe en salle est cultivée,juste et raffinée."
Mïa;17Mia;13 septembre 2018;Une institution qui mérite ses deux étoiles;5.0;friends;1192;Malgré les travaux récents, les différentes petites salles ont gardé leur décor originel. Service très professionnel, à l'écoute du client, discret. Cuisine créative, harmonie des saveurs. Aucune fausse note pour le menu dégustation.
Marie-Claude B;marieclaudeb850;8 septembre 2018;Dégustation;5.0;friends;8;A quatre nous avons choisi le menu dégustation avec un vin différent pour chaque plat...c’est une merveille... accord parfait, quantité suffisante, personnel professionnel. 
Julien.;666JC666;5 septembre 2018;Un déjeuné sans fautes.;5.0;none;231;"Un rendez-vous de travail parfait entre collaborateurs autour d'un déjeuner simple et délicieux.
Je mettrai un 21/20 au pré dessert avec sa madeleine au miel servie tiède.
Mathieu a fait un pari audacieux en reprenant cette institution Lyonnaise. Pari gagné."
todore2014;todore2014;25 août 2018;Bonne table;4.0;none;151;Très bonne table, notamment pour les desserts qui s'avèrent exquis avec les madeleines qui fondent en bouche. Manque des amuses bouche de plus grande qualité et plus d'originalité pour la 3ème étoile de mon point de vue.
olivier b;olivierbW6803GL;17 août 2018;Paradis culinaire;5.0;couples;22;Chez La mère Brazier, le bonheur se trouve dans la tradition et la modernité. Venus pour les classiques artichauts au foie gras, ris de veau et les choux pralinés, je suis reparti comblé.Un grand merci.
line c;linec210;15 août 2018;Réputation largement méritée;5.0;couples;131;"Tout est parfait !
L'accueil est chaleureux, la salle à manger de très bon goût et le service impeccable, aimable, chaleureux et pas guindé.
La carte est une merveille mêlant plats traditionnels de l'endroit et nouveautés du chef. Rien que le pâté en croûte servi à l'apéritif est déjà fabuleux, et que dire de la suite... 
Nous avons beaucoup apprécié un petit moment de discussion avec le chef au tout début du service.
Les prix sont vraiment raisonnables pour ce genre d'établissement."
MOONLIGHTING42;MOONLIGHTING42;6 août 2018;RETOUR VERS LE VRAI;4.0;business;97;"Après un petite marche dans Lyon, j'entre dans un lieu de légende et là miracle, tout est simplicité et bon goût. Les plats sont justes le très bon produit avec la meilleur cuisson.
sans chichi, avec des mariages genre artichaut/foie gras  qui vous rappelle le bon sens.
elle manque juste un peu de folie , mais c'est une cuisine sincère qui vous rend heureux"
Runnykat;Goupimainsrouges;6 août 2018;Chez les nez-caramel.;3.0;couples;66;"La cuisine est bonne mais sans les étincelles qu’ on peut attendre d’un 2 étoiles et surtout un service bien loin de la bonhommie lyonnaise .L’ambiance nez caramel du service est pesante et agaçante 
En écrivant cela , je prête le flanc à l’outrance verbale du responsable clientele qui ne manque pas de fustiger les avis négatifs J’anticipe car je n’aurai pas de droit de réponse.Il répondra sans doute par l’adage qu’il affectionne tant : ""à chacun son mauvais goût"".
Chacun peut avoir un avis différent, c’est une évidence que je rappelle quand même. Mais une autre évidence fait que je ne suis pas obligé d’écrire ce que souhaite entendre un manager ,fut-il un 2 étoiles ,et que je continuerai à m’ exprimer dans une liberté absolue ."
Joseph R;josephrA4159XH;29 juillet 2018;Une belle découverte !;5.0;couples;6;"Nous avons été conquis par la cuisine du chef !! À tester sans plus tarder. 
Le service est parfait ! 
Bref un sans fautes !!"
Havre69;Havre69;29 juillet 2018;fabuleux;5.0;couples;13;Tres bonne table avec des plats succulents .Un tres bon service meme si nous avions l'impression d'etre entoure d'un trop plein de serveurs prets a nous renseigner ou nous servir.Ceci dit nous avons ete cajole et gate d'un rab de dessert,alors pourquoi pas!
F_AUBERT;FLOSAUBERT;20 juillet 2018;Magnifique réception au Wine bat;5.0;business;65;Excellente réception.  Le sommelier de l’endroit et Mathieu Vianney nous ont formidablement bien accueilli
ValentinT69;ValentinT69;19 juillet 2018;Excellent comme toujours !;5.0;couples;5;Voilà ce qu'on recherche dans un restaurant. Des plats succulents, un service parfait, et une ambiance qui donne envie de manger. Tout y est. c'est un sans faute !
Numeriks;Numeriks;15 juillet 2018;Presque parfait;5.0;friends;136;Accueil et service exceptionnels, menu classique pour tout le monde, tout fût parfait jusqu’aux desserts, un peu en dessous du reste du menu. Un peu trop de sucre et un léger manque de finesse. Une mention spéciale au jeune serveur en charge du plateau de fromages, beaucoup d’humour et un très grand sourire.
Vero256;Vero256;6 juillet 2018;Juste divin !;5.0;friends;223;"Mais quel plaisir à chaque fois ! 
L’accueil est impeccable, chaleureux, souriant et très professionnel. 
Le service est rythmé et remarquablement effectué. 
Les plats que nous avons dégustés étaient juste parfaits. 
Un grand merci à toute l’équipe pour ce que vous faites et la manière dont vous le faites ! 
"
chicote;chicote;1 juillet 2018;Que du bonheur;5.0;friends;69;Accueil chaleureux , décontracté tout en restant très professionnel. Le menu dégustation était une pure merveille et très équilibré. Un moment de bonheur que l’on a partagé entre amis . Merci à toute l’équipe 
Palermo;LAMENDOL;28 juin 2018;Bon mais sans fulgurances et service prétentieux .;3.0;family;164;"Nous avons opté pour le menu d’affaires . 
La cuisine est bonne mais sans les fulgurances qu'on pourrait attendre d'un 2 étoiles ,   
Le cadre est confortable mais quelque peu  tristounet . 
Le truc énervant : le cérémonial consistant à nous présenter pompeusement chaque plat jusqu'au  grotesque  concernant la présentation des pains. Et que dire sur la capsule de champagne qui revient à table dans une coupelle ??  à pouffer de rire....Bref , une adresse qui se la pete .
Docjpc"
moniquecortes8;moniquecortes8;25 juin 2018;Un Bouchon haut de gamme pour le cadre;5.0;family;9;Accueil sympathique et cadre feutré. La nourriture est exceptionnelle et la présentation des plats est soignée. Le Maître d’hôtel a beaucoup d’humour, ce qui rend le moment très agréable.
Jenny R;jennyr856;24 juin 2018;Mariage entre chic et moderne;5.0;couples;2674;"C'est en plein cœur de la rue Royale que Mathieu Viannay a élu domicile pour faire découvrir sa cuisine pleine de saveurs. Entre raffinement et modernité, on peut y déguster une cuisine extrêmement riche et profiter d'une prestation excellente ! Rien à redire, c'est un sans faute pour l'établissement ""La Mère Brazier"" !"
Nicolas G;nicolasg159;19 juin 2018;Cadre fantastique, cuisine excellente.;5.0;friends;40;"Une vieille dame rajeunie avec style.
Une déco magnifique un accueil sympathique. Petite salle privée au design epuré avec un clin d'oeil retro du meilleur goût.
La cuisine du chef est excellente, moderne, créative sans fausses notes de l'entrée au dessert . Le personnel est attentif et fort sympathique. La carte des vins exhaustive et aux prix modérés.
Un régal ...."
François R;992fran_oisr;17 juin 2018;Parfait du debut a la fin;5.0;couples;3;"Voiturier, service, cuisine, boisson, ambiance.
Nous avons passé une soirée parfaite, de la gentillesse, de la qualité, du raffinement a tout les étages.
Merci a toute l'équipe pour ce moment d'exception.
Nous n'avons jamais si bien mangé."
KCHRIS69;KCHRIS69;15 juin 2018;Déception;3.0;couples;101;"Nous sommes allés déjeuner tranquillement avec mon époux dans ce restaurant ou la réputation n'est plus à faire ... le service était impeccable mais en revanche nous avons été déçus tous les deux de nos plats. Trop de sophistication et on en perd le goût du produit primaire. 
C'était à tester mais nous ne retiendrons pas cet étoilé.
"
Doc_FC;Cymelios;8 juin 2018;GRANDE ET BELLE CUISINE LYONNAISE;4.0;friends;2122;"Une belle table, un hommage à Eugénie Brazier, une cuisine impeccablement mise en place, un service sans reproche, une belle sommellerie, un grand et beau déjeuner rue Royale, qui vient racheter une première impression, ancienne déjà, mitigée quand ce dernier déjeuner était tout gourmandise et belle, Grande Cuisine Lyonnaise, cuisine rassurante, cuisine de toujours...
La terrine Lyonnaise au foie gras, avec quelques griottes au vinaigre met en appétit juste comme il faut puis la terrine d'Artichaut et foie gras N12 (qui fait me semble-t-il référence à l'adresse de la Mère plus qu'à quelque opus que ce soit...) est une merveilleuse entrée en matière qui fait un accord parfait avec le Savagnin de chez Stéphane Tissot... un régal (et le pain n'y est pas pour rien, beau choix...).
Irrésistible poulette de Bresse à suivre, champignons sous la peau, petits pois façon caviar vert à suivre, en deux services, avec le petit brin de salade amère, juste comme il faut, le pointu du goût qui relève les cuisses... et le soufflé au Grand-Marnier, absolument irréprochable, pour rester dans une tonalité classique (qui se sera permis une digression vers la fraise/rhubarbe ne l'aura pas non plus regrettée)...
Très beau service, découpe au guéridon sans une ombre d'hésitation, dressages parfaitement mis en place... un très beau repas, un grand moment de gourmandise... un Grand Bravo à Mathieu Viannay et toute son équipe."
MisteryGuestCH;MisteryGuestCH;7 juin 2018;La 3ème étoile est bientôt là !;5.0;family;101;"Il n'est aucune adresse au monde où l'on souhaite y retourner le plus rapidement possible que le restaurant de Mathieu Vianney !

Les mots ne suffisent pas à décrire sa cuisine à la fois innovante et traditionnelle. Seule l'expérience vécue sur place vous fera comprendre que le paradis de la gastronomie existe.

C'est L'ADRESSE à visiter au moins une fois dans sa vie de gastronome. Au plaisir de découvrir les rénovations l'an prochain.

Mercie Monsieur Vianney et Merci au service qui est net et précis."
Christophe N;653christophen;7 juin 2018;Le paradis des sens;5.0;friends;4;"Il n'y a pas de mots pour décrire la cuisine de Mathieu Vianney ! À chaque fois que j'y retourne c'est un plaisir non dissimulé et avec la sûreté de trouver un ""orgasme"" dans l'assiette (homard, fraise, bœuf,...).

Le service est d'une extrême ponctualité et finesse. Rien n'est laissé au hasard, tout est maîtrisé et le client est au centre de l'attention.

Des rénovations sont prévues pour cette année. Je gage que la 3ème étoile ne se fera pas attendre trop longtemps. De plus, il mériterait d'être un 20/20."
AVT;AlexinV;1 juin 2018;Une Institution lyonnaise entre tradition et modernité;5.0;couples;16;"Dans un lieu intimiste dont la décoration est sobre et chic, vous êtes accueilli avec une attention particulière par les équipes de Mathieu Viannay qui sont à la fois efficaces, attentionnées et discrètes.
Le jeune sommelier a su nous surprendre tant sur les associations de vins avec les plats (Pommard 1er cru La Platière 2011 avec la pomme de ris de veau) mais aussi simplement par un ratafia au moment du dessert (Solera d’Henri Giraud).
La 12ème version des artichauts et foie gras est un classique incontournable de par la douceur de sa texture et d’un accord subtil de goût avec une pointe de chocolat. Quant à la pomme de ris de veau croustillant de riz soufflé, févettes et jus d’anguille fumée, sa réalisation est parfaite et n’appelle comme seul commentaire « savourez ».
Le plateau de fromage et son service est remarquable.
Avec les desserts comme la madeleine 
tiède à la glace au fromage blanc et le  soufflé Grand Marnier vous finirez par envolée gourmande votre menu classique.
Un retour dans cette belle ville de Lyon ne pouvait pas se faire sans un retour chez la Mère Brazier qui a gardé sa tradition et évolué avec son temps. Nous reviendrons.
Merci à Mathieu Viannay et ses équipes."
Niki-LND07;NikiLND07;28 mai 2018;Un incontournable;5.0;family;295;Le lieu est chaleureux notamment pour un diner en famille ou entre amis dans un petit salon privé. La carte est variée et les plats délicieux notamment ceux d'inspiration Japonaise. Le personnel est très accueillant et souriant. Après y avoir diné plusieurs fois c'est toujours un plaisir d'y retourner, c'est un sans-faute à chaque fois.
Raf;435rafa;18 mai 2018;Une table unique....;5.0;family;9;"Je pourrai parler de l’accueil magnifique  et du temps consacré par le chef de partie... je pourrai remercier le chef VIANNAY pour le temps qu’il nous a accordé dans son Salon privatif ou lui dire à quel point nos enfants ont apprécié son cadeau personnalisé en fin de repas. 
Le contexte, le climat, l’ambiance était à la hauteur de ce formidable déjeuner. Des st Jacques à la poularde en passant par des crus exceptionnels... AUCUNE FAUSSE NOTE. 
PARFAIT. J’ai rarement passé un moment aussi agréable et quel plaisir de voir une équipe accueillir si gentille ment de jeunes enfants dans un Étoilé!!!!!! Il n’y a pas d’âge pour apprécier la grande cuisine. Et encore moins quand on partage l’amour d ela cuisine avec ses clients comme ça ou être le cas. 
Un grand merci bien sûr à Matthieu VIANNEY mais également à toute son équipe. 

Raf "
morgan3dutour;morgan3dutour;18 mai 2018;Merci;5.0;friends;2;Une table remarquable dans un cadre somptueux et confortable, un accueil chaleureux, souriant et poli, des conseils très professionnels et personnel au petit soin pour le client .Les plats extraordinaires de finesse et de fraîcheur. Merci nous avons passé un très bon moment
DamienLL;DamienLL;11 mai 2018;Gastronomie lyonnaise et +;5.0;family;1006;"Étape gourmande de 4 heures pour savourer les différentes saveurs Lyonnaise et une pointe japonaise.
Service irréprochable, merci à tous pour les conseils et humour.
Plats succulents et émerveillés des yeux aux papilles.
Le prix, on n’a pas vu car on fêtait l’anniversaire de ma moitié "
cachouperle;cachouperle;1 mai 2018;Superbe;5.0;none;339;"Très belle maison
Un accueil top discret et efficace 
Une cuisine exceptionnelle 
Très belle carte de vins
Très bon conseil 
Au niveau des 3 macarons Michelin sauf le dessert qui est un peu en dessous du salé et à qui il manque un plus qui fait un repas parfait 
Nous reviendrons 
"
Christian C;christiancV7500GN;28 avril 2018;Le Gastro Lyonnais;4.0;business;47;"Une institution à Lyon.
Des petits salons à l'ambiance feutrée en passant par un accueil soigné et discret, c'est une étape incontournable.
Les plats purement régionaux sont d'une rare finesse et d'une grande délicatesse.
La carte des vins est également exceptionnelle."
marie2105;marie2105;25 avril 2018;Très belle table lyonnaise à découvrir;4.0;couples;405;"Accueil parfait, très grand professionnalisme de tout le personnel.
Nous avons choisi le menu en 3 services afin de découvrir les plats qui ont fait la renommée de la mère Brazier. 
Foie gras aux artichauts absolument parfait et noix de ris de veau excellente. Par contre j'ai trouvé dommage que le brochet soit accompagné d'une sauce Nantua au vin jaune, celui ci était trop présent et je déteste le vin jaune. Dommage je n'aurai pas réussi à manger de la quenelle de brochet sauce Nantua telle que je m'en souvenais avec un plaisir anticipé."
JujuM74;JujuCC71;18 avril 2018;Haute gastronomie française !;5.0;couples;89;Un sans faute ce midi. Nous avons opté pour le menu classique: fois gras, brochet sauce Nantua, riz de veau, fromage et soufflé. Tout est revisité tout en conservant le côté gourmand. La cuisine est aussi généreuse à la lyonnaise. Nous remercions tout l'équipe et le chef pour cet excellent moment avec une mention spéciale au jeune sommelier qui nous a fait découvrir le ratafia de champagne apprécié avec le délicieux soufflé.
Voyageurenfamille69;Voyageurenfamille69;7 avril 2018;Institution à découvrir;4.0;business;97;Une institution à découvrir tant par le cadre que la cuisine élégante et raffinée. Tout est bien pensé et pesé dès l'accueil avec une certaine simplicité cachant un grand professionnalisme. Nous n'en attentions pas moins. C'est une sorte de voyage culinaire et un peu plus que cela.
veyrierf;veyrierf;5 avril 2018;Une des meilleures tables de France;5.0;couples;181;"Tout y est parfait depuis l'accueil du voiturier jusqu'au service du dessert.
Cet endroit mythique mérite ses lettres de noblesse. Décor sobre et matériaux de qualité on s'y sent très vite à l'aise.
Des espaces privatifs rendent votre moment culinaire exceptionnel.
Mais la plus belle surprise vous attend dans vos assiettes ou tout n'est que charme et volupté gustative. 
Les accords de produits frais sont uniques, exceptionnels.
Pour ceux qui auraient des doutes la raison des étoiles, cet établissement vous mettra vite d'accord sur le fait qu'il mérite cette belle distinction.
Le Chef va au contact avec ces clients pour faire partager sa passion et récolter également les avis professionnels ou non de cette expérience culinaire unique.
A refaire très vite."
LeHochet2012;LeHochet2012;4 avril 2018;Institution Gastronomique;5.0;couples;21;Découverte de ce lieu mythique de la gastronomie française , dans un cadre nous rappelant l’intimité de la Mère Brazier. Service attentionné, professionnel. Sommelier de très bon conseil avec une carte des vins exceptionnels donnant une belle part aux vins du Rhône. Le menu dégustation est composé de produits de très bonnes qualités, cuisine raffinée, plats généreux, relativement classique mais extrêmement maîtrisé sur les goûts et notamment les jus. Un moment très agréable. Merci 
LouisMAR69;LouisMAR69;28 mars 2018;Régalade exquise;5.0;friends;50;"Acceuil parfait, sympathique et professionnel.
Des mets succulents avec un accord des mets et des vins très subtil.
Une régalade exquise de bout en bout.
Merci Mr Mathieu Viannay."
fabhu;fabhu;16 mars 2018;Plutôt déçu;2.0;couples;79;"Un repas prévu de longue date pour fêter un événement particulier. 
J’y suis rentré peut être avec trop d’étoiles dans les yeux, puisqu’au final la surprise n’a pas été au rendez vous. 
On pourrait se dire qu’à 220 euros le menu rien ne pourrait être reproché, mais voilà mes quelques remarques évidement très personnelles : 
- entrée araignée et son émulsion : selon moi mauvais. L araignée baigne dans son jus, l’émulsion n’a aucun intérêt, le goût est proche d’un coraya. 
- oursins : plutôt bon, avec des crevettes grises de bonne qualité . 
- arrive le bar : excellent, finalement ce que j’ai préféré. 
- et vient le chou farci. On se fait littéralement assommer par la quantité : on peine à finir. C’est plutôt grossier, baigne dans le jus de viande, et finir le plat s’apparente à de la survie. 
- le dessert n’a aucun intérêt , sans goût, et la présentation est pompeuse .

L’ensemble donne l’impression d’un restaurant qui vit sur sa réputation ancienne . 
Pour moi loin très loin des étoiles dont il se pare. 
Je ne reviendrait pas. "
henri f;henrilyon;16 mars 2018;La perfection;5.0;friends;217;"accueil parfait et attentionné, amabilité et professionnalisme de tout le personnel, nous avons apprécié la venue en salle à deux reprise du chef Mathieu Viannay.
Nous avions choisi le menu classique avec les 3 plats, spécialités de la Mère Brazier revisitées par le chef: foie gras poêlé et artichaut, pain de brochet aux écrevisses et Ris de veau et le soufflé au Grand-Marnier : ce fut un plaisir gustatif et visuel
Le sommelier nous a très bien conseillé pour les vins 
Bref, nous avons passé une excellente soirée
Pour ceux qui viennent en voiture, il y a un service de voiturier.
Le restaurant accepte les petits-chiens même si nous n'avions finalement pas amené le notre."
Denis69757;Denis69757;13 mars 2018;un très bon dîner;5.0;couples;56;"je n'étais pas retourné chez la mère Brazier depuis sa reprise par Mathieu Vianney.
pas de doute nous sommes bien dans un restaurant gastronomique qui mérite ses 2 étoiles. Le cadre est confortable, classique et chic. Le service est professionnel, jeune et décontracté. La carte est courte mais chacun peut y trouver son bonheur avec un mélange de plat emblématique de la mère Brazier cuisinière et de création du chef. Quand aux assiettes elles sont belles, appétissantes et goûteuses. Les produits sont de première qualité, le choix des pains, du beurre, l'huile d'olive à déguster font que l'on se sent bien et choyé. Ayant pris des plats différents avec mon épouse nous avons laissé le sommelier nous proposer des accords mets et vin au verre absolument parfait. en résumé un excellent dîner qui nous incite à revenir pour goûter le reste de la carte."
enivrant;enivrant;5 mars 2018;Menu affaires;4.0;couples;35;"Je recommande bon rapport qualitè prix.bonne formule pour le midi.!
Accueil parfait salle confortable et silencieuse."
jcchazay;jcchazay;5 mars 2018;Déjeuner d'affaire;5.0;business;213;Une fois de plus je suis retourné déjeuner dans ce restaurant. J'adore, les menus sont variés à des prix élevés certes le service est au petit soin avec beaucoup d'attention et la cuisine y est divine. Un must à Lyon
Thibot33;Thibot33;5 mars 2018;En route vers les trois macarons;5.0;business;108;"Un grand moment ,excellent service ,sommelier a votre ecoute,des mets exceptionnels,un travail comme ine horlogerie suisse.
Des quenelles de brochet sauce nantua aux ecrevisses
Une tres belle presentation et de tres haute volée des le premier coup de fourchette
Un poulet de bresse en deux services deja truffe a la cuisson mais avec un rajout de truffes fraiches dans l assiette.
Un souffle au grand marnier pour clôturer et la visite du chef dans la salle.
En plus le prix n est pas exorbitant
En route vers les trois macarons"
tripelle69;tripelle69;3 mars 2018;top;5.0;couples;203;joli salle, personnel professionnel avec de la convivialité, un gastro qui merite le detour, tout est parfait : les gouts, les saveurs, le service, le decor...un reel raffinement et en respectant la tradition de la mere brazier!
Lolotteredingote;Lolotteredingote;3 mars 2018;Waouh!;5.0;couples;99;Une seule envie : y retourner pour goûter les autres plats de la carte. C’était parfait. À la hauteur de sa réputation.
Serge D;560serged;3 mars 2018;Plus que très bien;5.0;couples;89;"Accueil de l’ensemble du personnel de très bonne qualité 
Le repas est de haute volée avec un accord entre les plats et les vins 
Une mention spéciale à Alexandre pour son  professionnalisme et ses compétences. 
Restaurant reprenant les historiques des plats et des produits . 
Bravo à tous "
pascale C;pascalec846;2 mars 2018;Explosion de saveurs;5.0;couples;11;"
Service impeccable, nous avons été accueillis par le chef
Nous avons choisi le menu dégustation avec les vins sélectionnés par le sommelier 
Excellent tout simplement
Une grande maison !"
voyoua;voyoua;20 février 2018;une orgie...;5.0;family;113;"ce restaurant est le top du top.
rien a redire.nous en avons pris plein les yeux et les papilles.
que c est bon...
bravo je le recommende au monde entier
et merci"
Pascal J;pascalj378;11 février 2018;Une grande table;5.0;family;11;"Une excellente cuisine raffinée et originale .
Tout les plats étaient magnifiques, foie gras poêlé et ris de veau superbes ...sans parler des amuse bouches ( cerises au vinaigre !!)
Une très bonne soirée, merci à toute l équipe fort sympathique et dévouée."
dpalengat;dpalengat;10 février 2018;Déjeuner;5.0;business;11;"repas de fin d'année. un très bon moment. le cadre est superbe. le service très bien la nourriture, excellente.
point négatif : problème pour se garer"
liomer63;liomer63;2 février 2018;Très bonne soirée.;5.0;couples;51;"Une très belle soirée

Nous voulions venir depuis longtemps.Nous avons passé un excellent moment. L'accueil est distingué mais pourrait être légèrement plus chaleureux et spontané.Le service est agréable, le sommelier est de bon conseil. Le cadre est merveilleux.
La cuisine est délicieuse, la visite du chef dans la salle bien que très brève  a été appréciée.
Une très bonne soirée ! Dommage que le service voiturier, bien qu'annoncé, soit en supplément cela parait mesquin pour un établissement de cette classe"
Val M;valm573;31 janvier 2018;il y a Mere Brazier et Mère Brazier;3.0;couples;23;j'ai connu il y a quelques décennies la mère Brazier ou la cuisine delicieuse était d'une grande générosité ses fameuses quenelles et la fabuleuse poularde demi-deuil. Le repas que je viens de faire chez la nouvelle mère Brazier m'a plutôt déçu, les plats ne sont pas transcendants, les assiettes manquent de générosité. Sans doute un problème d'époque.
Alexandre;984kerap;29 janvier 2018;Incroyablement délicieux 😋;5.0;family;20;"Oui 🌟🌟🌟
1 équipe soucieuse d’offrir du plaisir ! 
1 cuisine savoureuse ! Généreuse ! Maîtrisée 😊
1 service délicat et amusant ! 
1 plaisir pour les papilles, l’œil, l’ouïe ! 
La mère Brazier nous a embrasée !!! 
Félicitations 👌
"
Laurent B;G4046RYlaurentb;29 janvier 2018;A la hauteur de sa réputation;5.0;none;13;Une qualité de produits rare et une exécution de grande classe. Pas d'originalité excessive mais un juste milieu entre référence aux traditions et créativité. Que demander de plus...
Nathalie M;204nathaliem;28 janvier 2018;Un chef au sommet de son art !;5.0;friends;170;"Même avec une petite habitude des tables gastronomiques, il est impossible de ne pas être très agréablement surpris et touché par la cuisine de Mathieu Viannay. Il n'est pas dans la routine, et il y a une certaine prise de risque, bien maitrisée par le talent du chef.
Menu dégustation parfait en tous points. On peut trouver des vins ""abordables"" dans la carte ( Viré-Clessé, Bandol...).
Un seul bémol, le côté peu pratique et rococo de l'aménagement du bâtiment. Certains y verront peut-être son charme, mais je pense que l'on doit pouvoir faire mieux en terme de mise en valeur (mais la cuisine est tellement remarquable que je reste à 5/5)."
jdutruge;jdutruge;20 janvier 2018;Restaurant;4.0;friends;16;"Une soirée sympa entre amis tres belle assiette mais un décoré  trop rococo  !!!....
Le service vraiment bien  personnel agréable "
amrp;amrp;17 janvier 2018;La grande cuisine;4.0;friends;24;Evidemment, nous sommes dans les étoiles de la cuisine lyonnaise mais largement revue et fusionnée par un maître
mumsdelyon;mumsdelyon;17 janvier 2018;Inoubliable;5.0;couples;38;Repas d'anniversaire inoubliable ! Nous avons pris le menu dégustation et avons dégusté chaque plat avec bonheur.Mélange de saveurs, subtiles associations, dressage, tout nous a ravi.La carte des vins est un crève coeur car choisir c'est renoncer et tout fait envie. Le service est impeccable, on n'en attendait pas moins, le personnel d'une grande gentillesse. La mère Brazier na pas à rougir de cette reprise.
cdespla;cdespla;27 décembre 2017;Remarquable!;5.0;solo;138;"Quelle belle expérience que ce déjeuner à la Mère Brazier. 
Le menu dégustation est somptueux. A noter, entre autres merveilles, un chou farci délicieux. 
Mention aussi spéciale pour l'accueil et le service : très aimable et parfait du début à la fin de ce déjeuner. Pas une seule fausse note : c'est assez rare! 
Cadre classique mais agréable où l'ensemble de la Maison sait vous mettre à l'aise.
Mérite amplement ses deux étoiles Michelin. 
A recommander! Vraiment!"
Valérie K;283val_riek;27 décembre 2017;Un beau moment;5.0;family;81;"Un repas mémorable. Tout est très bon, le service présent sans être obséquieux, le cadre plus qu'agréable...
"
valdav99;valdav99;27 décembre 2017;Repas en amiureux;5.0;couples;152;"Le cadre est absolument merveilleux 
Un pur bonheur
Le repas excellent et le personnel très attentionné 
"
Dolimyl;Dolimyl;22 décembre 2017;Digne de la Mère Brazier;5.0;couples;38;"Très très bon repas à la Mère Brazier, totalement digne de ses 2 étoiles. Le pâté en croute en apéritif donne le tempo, le caviar nous fait rêver et cette petite madeleine en fin de repas...nous rapelle à quel point simplicité peut rimer avec perfection.
Le service est parfait et on a eu droit à l'aimable visite du chef en fin de repas.
Soirée réussit, 5 étoiles mérité"
Olivier R;OlivierR498;20 décembre 2017;Parfait;5.0;couples;11;Service décontracté et très professionnel. Plats au top du début à la fin avec une palette de saveurs très large, très subtile avec de très beaux produits évidemment. Le tout de l'apéritif aux mignardises. Un sans faute et une excellente soirée
CarlDial;CarlDial;14 décembre 2017;Un moment délectable;5.0;couples;1;"Diner inoubliable, un cadre idyllique, des plats merveilleux et un service professionnel mais pas guindé.
Nous tenions à remercier l'équipe et plus particulièrement le chef de rang Olivier qui fit preuve d'une grande gentillesse et d'un professionnalisme exemplaire.
Conquis ! Nous reviendrons !"
Stéphane I;969st_phanei;10 décembre 2017;Superbe soirée à Lyon;5.0;couples;22;Très belle table à Lyon ! Service très aimable et professionnel ! Repas délicieux et copieux. Merci à l'équipe pour cette très belle soirée.
GloriaGloria19;GloriaGloria19;10 décembre 2017;Délices;5.0;couples;29;"Un dîner parfait.

Qualité de l'accueil, des plats, du service.
Repas délicieux.

Nous reviendrons très prochainement."
