restaurant;url;info
Mattsam Restaurant Messob;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1330943-Reviews-Mattsam_Restaurant_Messob-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '4,3', 'SERVICE': '4,1', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '3,9'}, 'Détails': {'CUISINES': 'Africaine, Éthiopienne', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '85 rue Massena, 69006 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 24 25 75'}}
Chez Antonin;https://www.tripadvisor.fr/Restaurant_Review-g187265-d2507320-Reviews-Chez_Antonin-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '4,0', 'AMBIANCE': '4,2'}, 'Détails': {'CUISINES': 'Française, Fruits de mer et poisson, Européenne', 'REPAS': 'Déjeuner', 'FONCTIONNALITÉS': ""Plats à emporter, Réservations, Places assises, Accessible en fauteuil roulant, Sert de l'alcool, Bières & Vins, Paiements électroniques, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': 'Halles de Lyon 102 Cours Lafayette, 69003 Lyon France', 'EMAIL': 'erigiraud@numericable.fr', 'TELEPHONE': '+33 4 24 41 02 01'}}"
L'Acteur;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1332430-Reviews-L_Acteur-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,2'}, 'Détails': {'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '5 rue Charles Dullin, 69002 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 92 88 53'}}"
La Gache;https://www.tripadvisor.fr/Restaurant_Review-g187265-d21221126-Reviews-La_Gache-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,9', 'SERVICE': '5,0', 'RAPPORT QUALITÉ-PRIX': '4,8', 'AMBIANCE': '4,9'}, 'Détails': {'FOURCHETTE DE PRIX': '10,00\xa0€-27,00\xa0€', 'CUISINES': 'Française, Européenne, Saine', 'REPAS': 'Déjeuner, Dîner, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '2 Place du Petit College, 69005 Lyon France', 'EMAIL': 'contact@lagache-restaurant.fr', 'TELEPHONE': '+33 9 84 23 58 71'}}
Trattino;https://www.tripadvisor.fr/Restaurant_Review-g187265-d15670272-Reviews-Trattino-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,7', 'SERVICE': '4,8', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,7'}, 'Détails': {'FOURCHETTE DE PRIX': '7,00\xa0€-21,00\xa0€', 'CUISINES': 'Italienne, Saine, Bars-restaurants', 'REPAS': 'Déjeuner, Dîner, Ouvert tard, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '58 Rue Clément Marot, 69007 Lyon France', 'EMAIL': 'contact@trattino.fr', 'TELEPHONE': '+33 4 72 76 10 47'}}
Sabai Sabai;https://www.tripadvisor.fr/Restaurant_Review-g187265-d14001472-Reviews-Sabai_Sabai-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,7', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,2'}, 'Détails': {'CUISINES': 'Asiatique, Thaï, Vietnamienne, Saine, Cuisine de rue (street food)', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes, Options sans gluten', 'REPAS': 'Déjeuner, Dîner, Ouvert tard, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '4 Petite rue des Feuillants, 69001 Lyon France', 'EMAIL': 'contact@sabaisabai.fr', 'TELEPHONE': '+33 4 26 72 45 87'}}
Bouchon Tupin;https://www.tripadvisor.fr/Restaurant_Review-g187265-d15222656-Reviews-Bouchon_Tupin-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,7', 'SERVICE': '4,6', 'RAPPORT QUALITÉ-PRIX': '4,6', 'AMBIANCE': '4,4'}, 'Détails': {'FOURCHETTE DE PRIX': '21,00\xa0€-27,00\xa0€', 'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '30 Rue Tupin, 69002 Lyon France', 'EMAIL': 'contact@bouchontupin.com', 'TELEPHONE': '+33 4 78 37 45 93'}}
Zappo;https://www.tripadvisor.fr/Restaurant_Review-g187265-d12330374-Reviews-Zappo-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '4,3', 'AMBIANCE': '4,5'}, 'Détails': {'FOURCHETTE DE PRIX': '15,00\xa0€-19,00\xa0€', 'CUISINES': 'Italienne, Pizza, Méditerranéenne, Européenne', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '6 Rue Challemel Lacour, 69007 Lyon France', 'EMAIL': 'contact@zappo.fr', 'TELEPHONE': '+33 4 72 71 79 88'}}
La Bouteillerie;https://www.tripadvisor.fr/Restaurant_Review-g187265-d2027277-Reviews-La_Bouteillerie-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,6', 'SERVICE': '4,8', 'RAPPORT QUALITÉ-PRIX': '4,6', 'AMBIANCE': '4,8'}, 'Détails': {'FOURCHETTE DE PRIX': '14,00\xa0€-26,00\xa0€', 'CUISINES': 'Française, Bar à vins', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '9 Rue de la Martinière, 69001 Lyon France', 'EMAIL': 'labouteillerie@yahoo.fr', 'TELEPHONE': '+33 6 60 99 35 27'}}
Court Bouillon;https://www.tripadvisor.fr/Restaurant_Review-g187265-d17816279-Reviews-Court_Bouillon-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,8', 'SERVICE': '4,8', 'RAPPORT QUALITÉ-PRIX': '4,6', 'AMBIANCE': '4,2'}, 'Détails': {'FOURCHETTE DE PRIX': '25,00\xa0€-35,00\xa0€', 'CUISINES': 'Française, Moderne, Diner, Saine', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '4 rue Ferrachat, 69005 Lyon France', 'EMAIL': 'courtbouillonlyon@gmail.com', 'TELEPHONE': '+33 4 78 42 49 33'}}
Fiston - Bouchon Lyonnais;https://www.tripadvisor.fr/Restaurant_Review-g187265-d15130370-Reviews-Fiston_Bouchon_Lyonnais-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,2', 'SERVICE': '4,3', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '4,0'}, 'Détails': {'FOURCHETTE DE PRIX': '10,00\xa0€-30,00\xa0€', 'CUISINES': 'Française, Saine', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '33 Rue Saint-Jean, 69005 Lyon France', 'EMAIL': 'fistonbouchon@gmail.com', 'TELEPHONE': '+33 4 78 37 23 68'}}
La Mere Brazier;https://www.tripadvisor.fr/Restaurant_Review-g187265-d718686-Reviews-La_Mere_Brazier-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,6', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '4,2'}, 'Détails': {'CUISINES': 'Française, Européenne', 'RÉGIMES SPÉCIAUX': 'Options sans gluten', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 2}, 'Emplacement et coordonnées': {'ADRESSE': '12 Rue Royale, 69001 Lyon France', 'EMAIL': 'contact@lamerebrazier.fr', 'TELEPHONE': '+33 4 78 23 17 20'}}
Ti amo Maria;https://www.tripadvisor.fr/Restaurant_Review-g187265-d3184505-Reviews-Ti_amo_Maria-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,6', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,4'}, 'Détails': {'FOURCHETTE DE PRIX': '15,00\xa0€-25,00\xa0€', 'CUISINES': 'Italienne, Pizza, Méditerranéenne, Européenne', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '48 quai Perrache, 69002 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 38 38 44'}}
Celest Restaurant;https://www.tripadvisor.fr/Restaurant_Review-g187265-d10720590-Reviews-Celest_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '4,1', 'SERVICE': '4,2', 'RAPPORT QUALITÉ-PRIX': '3,6', 'AMBIANCE': '3,9'}, 'Détails': {'FOURCHETTE DE PRIX': '72,00\xa0€-93,00\xa0€', 'CUISINES': 'Européenne', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '129 Rue Servient 32nd Floor, 69003 Lyon France', 'EMAIL': 'celest@radissonblu.com', 'TELEPHONE': '+33 4 78 63 55 46'}}
Petit Ogre;https://www.tripadvisor.fr/Restaurant_Review-g187265-d4686506-Reviews-Petit_Ogre-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,4', 'RAPPORT QUALITÉ-PRIX': '4,4', 'AMBIANCE': '4,2'}, 'Détails': {'FOURCHETTE DE PRIX': '32,00\xa0€-96,00\xa0€', 'CUISINES': 'Française, Brasserie gastronomique', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '15 Rue de La Banniere, 69003 Lyon France', 'EMAIL': 'contact@petitogre.fr', 'TELEPHONE': '+33 6 42 66 92 63'}}
Les Fines Gueules;https://www.tripadvisor.fr/Restaurant_Review-g187265-d2065540-Reviews-Les_Fines_Gueules-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,3', 'SERVICE': '4,3', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '4,0'}, 'Détails': {'FOURCHETTE DE PRIX': '22,00\xa0€-60,00\xa0€', 'CUISINES': 'Française', 'RÉGIMES SPÉCIAUX': 'Options sans gluten', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '16 Rue Lainerie, 69005 Lyon France', 'EMAIL': 'contact@fines-gueules.fr', 'TELEPHONE': '+33 4 78 28 99 14'}}
Chez Paul;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1867024-Reviews-Chez_Paul-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,3', 'SERVICE': '4,3', 'RAPPORT QUALITÉ-PRIX': '4,2', 'AMBIANCE': '4,3'}, 'Détails': {'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '11 Rue Major Martin, 69001 Lyon France', 'EMAIL': 'contact@bouchonchezpaul.fr', 'TELEPHONE': '+33 4 78 28 35 83'}}"
Le Bouchon des Filles;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1643202-Reviews-Le_Bouchon_Des_Filles-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '4,2', 'SERVICE': '4,2', 'RAPPORT QUALITÉ-PRIX': '4,2', 'AMBIANCE': '4,2'}, 'Détails': {'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '20 Rue Sergent-Blandan Parking Sathonay, 69001 Lyon France', 'EMAIL': 'lebouchondesfilles@gmail.com', 'TELEPHONE': '+33 4 78 30 40 44'}}"
La Scala Siciliana;https://www.tripadvisor.fr/Restaurant_Review-g187265-d2545076-Reviews-La_Scala_Siciliana-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,6', 'RAPPORT QUALITÉ-PRIX': '4,2', 'AMBIANCE': '4,4'}, 'Détails': {'CUISINES': 'Italienne, Pizza, Européenne, Sicilienne, Italie du Sud', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '3 Rue Commandant Dubois, 69003 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 26 00 09 35'}}
Rose de Damas;https://www.tripadvisor.fr/Restaurant_Review-g187265-d14895883-Reviews-Rose_de_Damas-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': 'N/A', 'SERVICE': 'N/A', 'RAPPORT QUALITÉ-PRIX': 'N/A', 'AMBIANCE': 'N/A'}, 'Détails': {'CUISINES': 'Libanaise, Méditerranéenne, Moyen-Orient', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options sans gluten', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '24 rue de la Viabert, 69006 Lyon France', 'EMAIL': 'rosededamas69@gmail.com', 'TELEPHONE': '+33 9 81 03 15 54'}}
La Mère Cottivet;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1147134-Reviews-La_Mere_Cottivet-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '3,9', 'SERVICE': '4,1', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '3,9'}, 'Détails': {'FOURCHETTE DE PRIX': '25,00\xa0€-40,00\xa0€', 'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '58 Rue Mercière, 69002 Lyon France', 'EMAIL': 'info@merecottivet.com', 'TELEPHONE': '+33 4 72 77 52 02'}}
La Voie Himalaya;https://www.tripadvisor.fr/Restaurant_Review-g187265-d8789737-Reviews-La_Voie_Himalaya-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,4', 'SERVICE': '4,6', 'RAPPORT QUALITÉ-PRIX': '4,4', 'AMBIANCE': '4,6'}, 'Détails': {'FOURCHETTE DE PRIX': '13,00\xa0€-30,00\xa0€', 'CUISINES': 'Indienne, Asiatique, Tibétaine, Népalaise', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes, Options sans gluten', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '200 Rue Garibaldi, 69003 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 95 09 38'}}
Fiston - Restaurants;https://www.tripadvisor.fr/Restaurant_Review-g187265-d8745622-Reviews-Fiston_Restaurants-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,3', 'SERVICE': '4,4', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '3,8'}, 'Détails': {'FOURCHETTE DE PRIX': '10,00\xa0€-30,00\xa0€', 'CUISINES': 'Française, Européenne, Saine', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '44 Rue Mercière, 69002 Lyon France', 'EMAIL': 'fistonrestaurant@gmail.com', 'TELEPHONE': '+33 4 72 41 74 63'}}
Cercle Rouge;https://www.tripadvisor.fr/Restaurant_Review-g187265-d11904366-Reviews-Cercle_Rouge-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,7', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,5'}, 'Détails': {'FOURCHETTE DE PRIX': '22,00\xa0€-50,00\xa0€', 'CUISINES': 'Française, Internationale, Européenne, Fusion', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options sans gluten', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '36 Rue de l Arbre Sec, 69001 Lyon France', 'EMAIL': 'infos@cercle-rouge.fr', 'TELEPHONE': '+33 4 78 28 41 98'}}
Les Infidèles;https://www.tripadvisor.fr/Restaurant_Review-g187265-d21254633-Reviews-Les_Infideles-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,5', 'SERVICE': '4,1', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,1'}, 'Détails': {'CUISINES': 'Française, Saine', 'REPAS': 'Déjeuner, Dîner', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '57 rue Mercière, 69002 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 9 81 94 07 00'}}"
Restaurant Rustique;https://www.tripadvisor.fr/Restaurant_Review-g187265-d19384388-Reviews-Restaurant_Rustique-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,9', 'SERVICE': '5,0', 'RAPPORT QUALITÉ-PRIX': '4,9', 'AMBIANCE': '4,8'}, 'Détails': {'CUISINES': 'Européenne, Française, Saine', 'REPAS': 'Dîner', 'FONCTIONNALITÉS': ""Sert de l'alcool, Réservations, Accessible en fauteuil roulant, Cartes bancaires acceptées, Places assises, Chèques-cadeaux disponibles, American\xa0Express, Visa, Mastercard, Service de table"", 'ÉTOILES MICHELIN': 1}, 'Emplacement et coordonnées': {'ADRESSE': '14 rue d Enghien, 69002 Lyon France', 'EMAIL': 'contact@rustiquelyon.fr', 'TELEPHONE': '+33 4 72 13 80 81'}}"
Antolio;https://www.tripadvisor.fr/Restaurant_Review-g187265-d19402701-Reviews-Antolio-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,9', 'SERVICE': '4,8', 'RAPPORT QUALITÉ-PRIX': '4,6', 'AMBIANCE': '3,9'}, 'Détails': {'FOURCHETTE DE PRIX': '15,00\xa0€-35,00\xa0€', 'CUISINES': 'Italienne, Saine', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '13 quai de la Pecherie, 69001 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 9 87 57 44 21'}}
Bouchon Palais Grillet;https://www.tripadvisor.fr/Restaurant_Review-g187265-d17378051-Reviews-Bouchon_Palais_Grillet-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,2', 'SERVICE': '4,4', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '4,2'}, 'Détails': {'FOURCHETTE DE PRIX': '12,00\xa0€-40,00\xa0€', 'CUISINES': 'Française, Européenne, Moderne, Saine', 'REPAS': 'Déjeuner, Dîner, Brunch', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '8 Rue Palais Grillet Angle Rue Grenette / Metro Cordeliers, 69002 Lyon France', 'EMAIL': 'contact@bouchonpalaisgrillet.com', 'TELEPHONE': '+33 4 72 04 04 00'}}
Bikube Lyon - Restaurant;https://www.tripadvisor.fr/Restaurant_Review-g187265-d28100759-Reviews-Bikube_Lyon_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': 'N/A', 'SERVICE': 'N/A', 'RAPPORT QUALITÉ-PRIX': 'N/A', 'AMBIANCE': 'N/A'}, 'Détails': {'FOURCHETTE DE PRIX': '6,00\xa0€-18,00\xa0€', 'CUISINES': 'Méditerranéenne', 'REPAS': 'Petit déjeuner, Déjeuner, Dîner, Brunch', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '9 Rue Saint-théodore, 69003 Lyon France', 'EMAIL': 'restolyon@bikube.co', 'TELEPHONE': '+33 4 51 42 04 54'}}
Le Pique Assiette;https://www.tripadvisor.fr/Restaurant_Review-g187265-d3250336-Reviews-Le_Pique_Assiette-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '3,9', 'SERVICE': '4,1', 'RAPPORT QUALITÉ-PRIX': '3,8', 'AMBIANCE': '3,9'}, 'Détails': {'FOURCHETTE DE PRIX': '15,00\xa0€-35,00\xa0€', 'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner, Ouvert tard, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '4 Rue de la Baleine, 69005 Lyon France', 'EMAIL': 'restaurantpiqueassiette@gmail.com', 'TELEPHONE': '+33 4 78 37 38 78'}}
Delicatessen;https://www.tripadvisor.fr/Restaurant_Review-g187265-d12663220-Reviews-Delicatessen-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,5', 'SERVICE': '4,4', 'RAPPORT QUALITÉ-PRIX': '4,1', 'AMBIANCE': '4,5'}, 'Détails': {'FOURCHETTE DE PRIX': '9,00\xa0€-35,00\xa0€', 'CUISINES': 'Américaine, Barbecue/Grillades', 'REPAS': 'Déjeuner, Dîner, Ouvert tard, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '6 Rue de Savy, 69001 Lyon France', 'EMAIL': 'contact@pigmalyon.com', 'TELEPHONE': '+33 4 78 39 57 04'}}
Les Encavés;https://www.tripadvisor.fr/Restaurant_Review-g187265-d24048789-Reviews-Les_Encaves-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,7', 'SERVICE': '4,9', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,3'}, 'Détails': {'FOURCHETTE DE PRIX': '30,00\xa0€-50,00\xa0€', 'CUISINES': 'Française, Saine', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '12 Rue Juiverie, 69005 Lyon France', 'EMAIL': 'contact@les-encaves.com', 'TELEPHONE': '+33 4 72 07 27 79'}}
Bulle Restaurant;https://www.tripadvisor.fr/Restaurant_Review-g187265-d24034671-Reviews-Bulle_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '4,0', 'SERVICE': '3,7', 'RAPPORT QUALITÉ-PRIX': '3,6', 'AMBIANCE': '3,8'}, 'Détails': {'CUISINES': 'Française', 'REPAS': 'Déjeuner, Dîner, Boissons', 'FONCTIONNALITÉS': ""Réservations, Terrasse, Places assises, Parking, Stationnement pour clientèle, Parking privé gratuit, Accessible en fauteuil roulant, Sert de l'alcool, Bar complet, Bières & Vins, Cartes bancaires acceptées, Service de table, Style familial"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '9 Place de Fourviere, 69005 Lyon France', 'EMAIL': 'contact@bullerestaurantfourviere.fr', 'TELEPHONE': '+33 4 85 92 00 13'}}"
Aromatic Restaurant;https://www.tripadvisor.fr/Restaurant_Review-g187265-d12337867-Reviews-Aromatic_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,8', 'SERVICE': '4,8', 'RAPPORT QUALITÉ-PRIX': '4,7', 'AMBIANCE': '4,7'}, 'Détails': {'FOURCHETTE DE PRIX': '18,00\xa0€-41,00\xa0€', 'CUISINES': 'Française, Européenne', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': ""15 Rue du Chariot d'Or, 69004 Lyon France"", 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 23 73 61'}}"
La Gargotte;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1331945-Reviews-La_Gargotte-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,4'}, 'Détails': {'FOURCHETTE DE PRIX': '24,00\xa0€-29,00\xa0€', 'CUISINES': 'Française, Européenne, Saine', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '15 Rue Royale, 69001 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 28 79 20'}}
