,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
87,Grégory G,greggM7859PO,8 février 2022,Une excellente soirée autour d'un repas au top,5.0,none,5,"Quelle belle découverte !!

Réservation pour le mardi 8 février 2022 au soir (attention, réservation une bonne semaine à l'avance est nécessaire).

Le restaurant est bien décoré, l'ambiance y est chaleureuse avec un fond musical sympathique.

L'accueil comme l'intégralité du service étaient au top. Le service est très réactif, les plats bien expliqués et le serveur était aux petits soins sans jamais rentrer dans le côté ""bling-bling"" ou ""chichi"" de certaines tables.

Dans l'assiette, que de belles surprises au niveau des textures et des saveurs, de la mise en bouche jusqu'au désert. 
Le prix des menus est plus que raisonnable par rapport à la qualité et à la créativité des plats ; d'autant plus que l'eau plate et gazeuse filtrées sont comprises dans le menu. 

La carte des vins est de qualité et les prix sont très mesurés. Les bières sont locales et très bonnes également.

En conclusion, une très belle soirée et une adresse à retenir, BRAVO et surtout à bientôt !!"
88,toffinlyon,toffinlyon,21 janvier 2022,"Excellent, inventif & sympathique",5.0,none,134,"Un accueil chaleureux et pro, une cuisine inventive excellente.
J'y suis allé, retourné, re-retourné... et c'est pas fini !
Bravo Continuez !"
89,GOUMY41,GOUMY41,12 janvier 2022,"Une jolie découverte,  un moment extra",5.0,couples,123,"Repas offerts par un proche : un accueil très sympa, une belle découverte culinaire. Un excellent moment. De beaux visuels et des saveurs en bouche avec un p'tit goût de ""reviens y"". L interlude végétal est une tuerie. Le Lirac a fort bien accompagné les menus.
Restaurant à recommander vivement."
90,821jpr,821jpr,7 janvier 2022,Bravo,5.0,none,1027,Vraiment une superbe adresse sur Lyon. C’est un endroit intimiste. Les plats sont recherchés par leur goût et saveur.
91,Fred2767,fred2767,20 novembre 2021,L’exceptionnelle a un nom pour nous . L’Agastache,5.0,couples,80,"Nous attendions ce moment, non suite aux  avis sur ce site mais juste pour avoir suivi depuis quelques années Mathieu et Benjamin. Depuis l’Arsenic ou ils étaient et nous avez scotché, à nous dire qu’ils se lançaient dans cette nouvelle aventure de L’Agastache et malheureusement peu avant ce fichu Covid.
Alors que dire de ce l’accueil de Mathieu, au top comme avant. Sourire et mots gentils à nous clients qu’il voit les suivre et revenir tous les. 2 ans lors de Solutrans.
Une salle d’une vingtaine de couvert qu’il suit de main de maître. Bravo Mathieu. 
Et les assiettes, et bien Benjamin reste égale à lui même, il se bonifie même avec l’âge car que ce soit l’entrée, le  plat, ou le dessert ce fut exceptionnel. Bravo Messieurs  ce duo est percutant et donc rien de surprenant aux avis et aux trophées qui commencent à se mettre sur la façade. SVP continuez et n’arrêtez pas et surtout à bientôt.👍"
92,natalie L,nataliel736,6 novembre 2021,Soirée magique,5.0,family,33,"Encore une fois nous avons passé une soirée magique.
Les assiettes sont superbes avec des associations de goût inédites. 
Le service est souriant et très efficace.
Nous reviendrons!"
93,Marco P,MarcoLoloLucas,1 novembre 2021,Super adresse,5.0,family,26,"Topissime, on s'est régalé !
Menú original, très équilibré, supers produits.
L'un de mes meilleurs restaurants sur Lyon.
Bravo !!!"
94,olivierA818,olivierA818,28 octobre 2021,Que de bonnes surprises dans cette cuisine,5.0,none,19,"Dans un cadre intime et avec un service impeccable, chaque plat et entre-plat comporte de très bonnes surprises pleines de créativité et de saveurs"
95,marine b,marinebI8590DO,17 octobre 2021,La perfection,5.0,couples,2,"La perfection à tout point….du service, au plat, un menu digne d’un étoilé à 35 euros seulement…. Chapeau bas à ces deux messieurs, c’était excellent et l’accueil y est chaleureux à souhait !"
96,Seraphin Le Guillou,Stay45083075187,13 octobre 2021,Juste incroyable !,5.0,couples,5,"Incroyable ! Digne d’un grand restaurant étoilé au niveau de la cuisine. Très bon accueil, le personnel esr tres agréable ! Ça fait plusieurs années que je n’ai pas fais un restaurant à ce niveau, même en comparant avec des restaurants étoilés."
97,Elsa CM,elsacm95,19 septembre 2021,Super déjeuner à l’Agastache !,5.0,friends,3,"Je recommande a 200% ce restaurant bistronomique !! 
Que ce soit pour la cuisine, créative, goûteuse, et à la présentation soignée. Mais aussi le service, toujours avec le sourire (même derrière le masque !). La carte des vins est de qualité ! Et la salle, refaite dernièrement par les deux gérants du restaurant est décorée avec beaucoup de goût. 
Merci à vous deux pour ce bon moment !"
98,Virginie G,virginiegT5923RK,17 septembre 2021,Exceptionnel,5.0,none,1,"Incroyables mariages de saveurs, beauté des assiettes, services au top, merci pour ce beau moment passé !"
99,Blandine J,788blandinej,10 septembre 2021,LA découverte de la rentrée 😍,5.0,friends,11,"Tout est parfait...
Les produits frais, la façon dont ils sont travaillés et leur saveur, le service et le sourire constant
J'ai adoré tout simplement
Une superbe découverte"
100,Lardon,359guym,1 septembre 2021,Toujours aussi créatif et qualitatif,5.0,none,14,"De retour à l'Agastache après le confinement, nous avons été conforté dans nos avis précédents. 
Créativité et originalité, associations aux saveurs surprenantes et esthétique dans l’assiette. 
Mention pour le bleu d'Auvergne revisité.
Chaleur de l’accueil et du service.
Avec un tel rapport qualité prix on peut parler de perfection."
101,Isabelle C,isabellecY3889YO,30 août 2021,Tout simplement parfait,5.0,couples,16,"Une expérience incroyable, des plats exécutés à la perfection et très original. Service impeccable, un rapport qualité prix très attractif. Pensez à réserver car peu de tables. Bravo en tout cas à cette équipe qui pour sûr ira loin "
102,Véro,veroniquesvr,22 août 2021,Excellent,5.0,friends,1,"Cuisine excellente,créative et généreuse. Service chaleureux. Nous avons adoré. Merci pour la belle soirée !"
103,SeemaC,SeemaC0,20 août 2021,Excellent,5.0,family,12,"Nous avons passé un excellent moment, le service était impeccable et la nourriture originale et audacieuse était délicieuse. Merci beaucoup pour cet agréable moment."
104,CKF6954,CKF6954,17 août 2021,Laissez vous guider!,5.0,family,171,"Salle agréable avec décoration épurée et élégante.
Accueil souriant et service efficace, expert (vin et plats) et très agréable.
Dans l’assiette c’est encore mieux, présentations parfaites, goûts recherchés (entrée avec de l’omble Chevalier exceptionnelle), originalité (raviole de betteraves avec tartare de veau et câpres parfaitement équilibrée).
Autour de 100€ (vin compris) pour 2, c’est très raisonnable pour un dîner de cette qualité !
Merci pour ce bon moment, nous reviendrons!

NB1: Nous recommandons aux gros mangeurs de prendre le menu avec 2 plats, les portions sont relativement petites.
NB2 :  Un seul service donc prévoyez minimum 2h pour ce dîner."
105,Birgitt88,BirgittVonoff,17 août 2021,Superbe expérience culinaire !,5.0,family,35,"Tout était parfait, un sans faute du début à la fin. Service impeccable et plats délicieux,  plein de saveurs, nous avons passé une excellente soirée,  bravo !"
106,David,Davidou2,11 août 2021,Une merveille de restaurant,5.0,none,20,"Une expérience unique ! Des associations de saveurs aussi audacieuses que délicieuses. Un rapport qualité prix imbattable. Rien à ajouter, tout était parfait, merci !"
107,Pascale J,999pascalej,2 août 2021,Quelle belle découverte !,5.0,family,19,"Nous avons passé un excellent moment : de belles découvertes gustatives et originales avec pleins de parfums. Belle présentation . Service agréable et de qualité, description parfaite des plats présentés . Bons vins méritants d’être connus avec bon rapport qualité prix . Bref, tout bon ! Hâte d’y revenir !"
108,simone-laure b,simonelaureb,25 juin 2021,Une pure merveille,5.0,friends,6,"Deuxième fois chez Agastache et je ne suis pas déçue. Les plats sont excellents, recherchés, très bien assaisonnés et joliment présentés. Les prix sont plus que raisonnables pour la qualité de la cuisine. Service prévenant et agréable. Vivement le changement du menu du soir pour pouvoir revenir."
109,Paullyon,PaulAix,18 juin 2021,Excellent,5.0,none,14,"Tout est bon, les assiettes sont belles, la cuisine est fine et imaginative. Bravo. je reviendrai très vite."
110,Kristof,Kristof80,5 juin 2021,A découvrir !,4.0,couples,40,"Restaurant bistronomique avec un menu très simple mais tellement efficace ! Les associations sont originales et bien réalisées, le service est super et rapide.  
La meilleure pub du restaurant c’est de servir de l’agastache dans certains plats. On ne peut que retenir cette adresse. Belle carte de vin également avec du conseil à la demande."
111,natalie L,nataliel736,2 juin 2021,Superbe soirée,5.0,couples,33,"Tout était parfait de l'entrée au dessert.
Les assiettes sont belles et bonnes. l'accueil et le service sont très agréables. Nous reviendrons très vite. "
112,Bernassau P,bernaspierre,30 mai 2021,"Excellent bistrot, cuisine inventive et à prix serrés",5.0,none,31,"Très bonne découverte à Lyon dans le quartier des Halles Bocuse. 2 jeunes associés ont créé depuis 2 ans un restaurant type bistrot gourmet, avec une cuisine à base provençale avec des produits frais du marché et avec quelques ajouts de tous pays. Accueil chaleureux, explication argumentée à chaque plat, une explosion de saveurs dans la bouche, une carte des vins volontairement restreinte et avec de bonnes découvertes , comme le Cairanne (au lieu de proposer un classique Gigondas). Le poisson comme la viande étaient cuits à point et assaisonnés avec originalité. Les propriétaires ont ce soucis permanent de qualité, je recommande vivement cette adresse."
113,Mathilde L,969mathildel,28 octobre 2020,Extra,5.0,couples,7,"Nous avons testé cette fois la formule du déjeuner et avons adoré.
Beaucoup de goût et des assiettes magnifiques"
114,natalie L,nataliel736,22 octobre 2020,Superbe soirée,5.0,friends,33,"Troisième visite dans ce petit resto !!
Toujours aussi bien.on se régale d'abord avec les yeux avant de se régaler tout court !
L'accueil et le service sont au top.
Allez y les yeux fermés. "
115,Marie  G,mariegU7710IO,21 octobre 2020,Repas du soir,5.0,friends,1,"Un ré-gal ! Délicieux, agréable, l'excellence, accueil, repas et tout ! Je vous recommande vraiment ! "
116,Kevin B,V354NCkevinb,16 octobre 2020,Déjà 5 fois chez Agastache,5.0,business,1,"Déjà 5 fois chez Agastache et toujours un vrai régal ! Des plats originaux et fins, des produits frais, une super sélection de vins le tout dans un budget très léger. C’est franchement un sans faute et désormais un lieu incontournable du 6eme pour moi. "
117,Helena1114,Helena1114,12 octobre 2020,Génialissime !,5.0,none,36,"Un magnifique restaurant. Produits frais, assemblages de saveurs remarquables, les assiettes sont très bien présentées, et le service est parfait ++++++
J'y retourne dès que je peux !"
118,Camax D,dersum,11 octobre 2020,Une soirée d'été parfaite,5.0,friends,21,"Dîner à 4 en terrasse. Quel régal pour les papilles.
4/4 à nous être régalés de l'entrée au dessert.
Nous reviendrons sans aucun doute. "
119,simone-laure b,simonelaureb,7 octobre 2020,parfait !,5.0,none,6,"excellente soirée chez Agastache, le menu est magnifique avec de belles surprises. Des petites attentions qui font clairement la différence (des amuses bouches recherchées ce qui est rare , un pré dessert inattendu plus qu'excellent) ! l'interlude végétale était parfaite et c'est une super idée 
Je recommande +++. excellent rapport qualité prix. Je pense y revenir le plus souvent possible et le faire découvrir  a tous mes amis !"
120,Jacques H,JacquesH435,27 septembre 2020,Cuisine inventive originale et surtout délicieuse,5.0,business,2,"Des assemblages de saveurs surprenants et parfaitement maîtrisés. Une formule  favorisant les produits frais.
Des cuissons remarquables des légumes et des viandes. 
J'y retourne quand je peux."
121,natalie L,nataliel736,7 septembre 2020,Toujours aussi bien,5.0,friends,33,"3e visite dans ce petit restaurant qui a déjà tout d'un grand.
Tout est parfait! L'accueil, le service, la cuisine.
Les assiettes sont belles et bonnes.
On a qu'une envie y retourner.
Bravo"
122,Adrian M,adrianmbac,7 septembre 2020,Parfait,5.0,friends,4,"tout était parfait ! serveur sympa et professionnel, qui présente les plats et est disponible et réactif !

une petite carte qui est un gage de produits frais.

Des plats bien présentés et des goûts originaux.

et pour finir un excellent rapport qualité prix !

tout est maîtrisé, j ai vraiment passé une excellente soirée !"
123,frederic f,FredoDeuf,4 septembre 2020,La perfection n'est pas de ce monde mais on n'en ai pas loin !!,5.0,family,1,"Vraiment, Bravo !!!! De l'accueille, au services, à la cuisine, un sans faute. 
Le serveurs est souriant, chaleureux, professionnel, ça fais tellement plaisir. Sans parler du cuisinier qui vous fait des plats, avec pas moins de 6 à 7 explosion de saveurs dans ses plats, qui vous met tous vos sens en éveille ! Un duo exceptionnel, qui vous fera passé un moment inoubliable. 
Merci pour ce repas, et encore bravo ! "
124,Lecoqblanc,52coqblanc,3 septembre 2020,Très belle expérience,5.0,none,2,"Un repas parfait. Un excellent moment passé à déguster des plats recherchés et des associations de goûts surprenantes. Le service est au top, très agréable."
125,Charlotte Mrct,CharlotteMrct,2 septembre 2020,Une expérience inoubliable,5.0,friends,4,"J'avais hâte de découvrir ce petit nouveau qui fait déjà beaucoup parler de lui !
Et je dois avouer que je n'ai pas été déçue !
Tout était parfait ! Le restaurant est chaleureux, cosy. La décoration est moderne, végétale, classe.
La carte est épurée pour ne proposer que des produits frais, de saison, locaux.
Le menu dégustation a été à la hauteur de nos attentes : une présentation lisible et classé, des saveurs originales, des mélanges sucrés salés, des textures variées. Tout était délicieux avec des coups de cœur pour la truite, le canard et le dessert à la bière !
Les quantités sont parfaites pour profiter du repas du début à la fin et sortir repus. 
Le service est rapide et efficace, avec une présentation claire des plats et des attentions tout au long du repas.

Je reviendrais dès que possible dans ce petit restaurant qui a déjà tout d'un grand !"
126,Alex G,Gouludelyon,25 août 2020,Magnifique! Superbe travail,5.0,couples,21,"Magnifique! Superbe travail sur le végétal, des sucré/salé bien équilibrés de très belle assiettes et un prix très accessible pour cette qualité.
Bravo, très bel avenir"
127,David k,F3448KLdavidk,23 août 2020,Très bonne surprise 😍,5.0,couples,12,"Des associations originales. Des plats très bien présentés. Un service rapide et agréable. Un rapport qualité prix excellent. Ouvert depuis quelques mois, on leur souhaite une belle réussite car c'est mérité."
128,Pauline P,paupourche,22 août 2020,Formidable,5.0,none,76,"Tout est dans l'assiette : du goût, de la subtilité, du talent et même de la bonne humeur ! On a adoré et nous recommandons fortement cette adresse 
Le décor est très simple, le service lui est très chaleureux"
129,MPKay,MPKay,17 août 2020,Superbe table,5.0,none,220,"Menu déjeuner en 5 services servi très rapidement et excellent !
Un travail impressionnant de préparation, de réflexion, de choix, de combinaison et de présentation.
Bravo ! Les assiettes sont belles et appétissantes. Les plats sont savoureux et délicieux. Belle découverte ! Nous y retournerons c’est sûr !"
130,avond42,avond42,13 août 2020,Excellent,5.0,couples,19,Excellente découverte. Nous avons adoré ce restaurant. La cuisine est digne d'un restaurant étoile'. Le mélange avec les plantes et herbes comme le romarin ou la melisse est original mais bien réussi.
131,edwige,edwigeFP,13 août 2020,A tester sans modération....,5.0,friends,123,"Une explosion de saveurs..... Un visuel magique....
Un accueil au top.
Je recommande vivement cette pépite lyonnaise

 "
132,Bastien R,642bastienr,8 août 2020,Excellent de A à Z,5.0,friends,3,"Que ce soit en cuisine ou au service, on peut sentir le professionnalisme des deux jeunes associés! Le mélange des saveurs et des textures est vraiment surprenant, et le service est très agréable et rapide. Pour couronner le tout: le rapport qualité-prix est plus qu'excellent. Nous reviendrons rapidement !"
133,AlVrtt,AlVrtt,7 août 2020,A tester sans attendre,5.0,none,2,"Un restaurant qui mérite plus de visibilité au vu de la qualité et de l’esthétique de ses assiettes ! Nous avons passé une soirée très agréable, les plats sont originaux et succulents. Laissez vous surprendre et vous n'en ressortirez pas déçus !"
134,Lucille T,lustucrepe,7 août 2020,Excellent à tous points de vue !,5.0,friends,4,"Rien à redire : acceuil chaleureux, produits de qualité, créativité et cadre épuré et soigné ! Nous nous sommes régalés, tout simplement ! 😉 Je recommande vivement ! "
135,jefmoka,jmF8067ZX,1 août 2020,Agastachant,4.0,couples,196,"je passerai rapidement sur le  cadre qui méritera une rénovation plus soignée lorsque cet établissement aura pris son envol comme il le merite: de belles assiettes avec des idées, et un gros travail sur les produits frais et bruts, quelques accords de goût un peu brouillon parfois avec l agastache qui emporte tout dans son élan anisė (la courgette comme la ganache montee au chocolat!)  mais pas de grosse fausse note
petites petites sur la carte de vins 
en résumé une belle bistronomie avec excellent rapport qualité prix ; service sympa, ça peut devenir un peu long car 1 chef+1 serveur pour vingtaine de couverts ce soir là 
point noir etait l absence de vrai clim
à faire <30°😅
on y retournera avec plaisir cet hiver "
136,les cops,gourmandemax,22 juillet 2020,Très belle découverte!,5.0,none,8,"Parfait! juste parfait! entre la cuisine et le service tout est TOP!
Des assiettes remarquables, des saveurs, des couleurs rien n'est laissé au hasard.
On se régale dans un cadre très agréable.
Un grand BRAVO à Mathieu et Benjamin.
A consommer sans modération."
137,CAROLINE,carolinejul,21 juillet 2020,Excellent,5.0,none,1,Superbe découverte. Les plats sont aussi beaux que bons et le cadre très agréable. Il me tarde d'y revenir pour faire un nouveau voyage culinaire. Bravo à vous et à bientôt
138,L8271KRdeborahs,L8271KRdeborahs,15 juillet 2020,Fabuleux !!!,5.0,friends,8,"Fabuleux !!! Allez-y les yeux fermés c’est dingue. Original, copieux, savoureux une vrai belle découverte et service excellent. "
139,Mélanie M,677m_laniem,13 juillet 2020,Un menu exceptionnel et adapté,5.0,none,3,Un menu exceptionnel et adapté en une version végétarienne à la demande ! Des produits au goût raffiné ! Un service au top et sur mesure ! 
140,Pinatel S,pinatels,10 juillet 2020,Exceptionnel!,5.0,couples,7,"Énorme coup de cœur pour ce nouveau restaurant ! Tout était excellent et surprenant de l’entrée au dessert avec un service parfait!
Le rapport qualité prix est vraiment top!
Déjà hâte d’y retourner!
Merci!!"
141,Cath,Cath-69300,10 juillet 2020,Super,5.0,family,11,"Déjeuner parfait le menu proposé est toujours aussi délicieux une base classique et ce petit plus qui fait toute la différence 
Bravo pour votre cuisine et votre accueil"
142,Velidhu91,Velidhu91,10 juillet 2020,Un vrai plaisir !,5.0,none,298,"Parcours sans faute à l'occasion d'un déjeuner récent. Accueil et service pros et souriants, cuisine de haute voltige (saveurs, cuisson, présentation, ...). Une carte courte, gage de fraîcheur. Nous nous sommes régalés et reviendrons sans hésitation. Bravo à ce jeune tandem ;-)"
143,Elsa CM,elsacm95,8 juillet 2020,À découvrir absolument !,5.0,family,3,"Pour tous les amateurs de cuisine d’instinct, et végétale, c’est un régal ! De la mise au bouche au dessert, tout est excellent 👌🏻 Y compris le service ! À découvrir absolument !!"
144,Philoutix,Philoutix,8 juillet 2020,Excellente expérience culinaire,5.0,none,18,"Mangé ce midi dans ce nouveau restaurant, très surpris par la qualité de la cuisine offerte, c'est du haut niveau sans chichi, Bravo à cette nouvelle équipe !"
145,Bpo,Bpo07,6 juillet 2020,Juste excellent !,5.0,couples,9,"De l'originalité et du goût dans l'assiette, sans tomber dans l'excès du concept qui peut décevoir dans d'autres établissements.
Aucunes fausses notes de l'entrée au dessert, présentation soignée et service impeccable. Bravo !"
146,Lardon,359guym,5 juillet 2020,Une adresse à retenir et à faire connaitre,5.0,none,14,"Deuxième repas dans ce nouveau restaurant qui mérite vraiment le détour.
Tout est parfait.
Ambiance et cadre sympathiques. Accueil et service professionnels (chaleureux et convivial).
Côté cuisine c’est époustouflant. De la créativité et de l'originalité dans toutes les assiettes pour des plats très raffinés aux associations gustatives surprenantes mais toujours réussies (un vrai moment gastronomique).
Tout çà avec des produits frais et un rapport qualité prix excellent.
Une adresse à retenir et à faire connaitre."
147,Ganzer_Mensch,Ganzer_Mensch,4 juillet 2020,Remarquable,5.0,none,95,"Une cuisine contemporaine dans une ambiance agréable. Tenu par deux anciens de l'Arsenic (qui joue pleinement son rôle de pépinière), ce resto propose des mélanges de saveurs sur la ligne de front, qui, quand ils sont réussis (les entrées) frôle le sublime. Un petit peu en retrait pour les desserts le soir ou on y allés, mais dans l'ensemble donne très envie de revenir vite. Tarifs très doux, service de vin au verre, une super adresse ou déjà les réservations se prennent à l'avance."
148,Mathilde L,969mathildel,2 juillet 2020,Superbe,5.0,friends,7,Nous avons passé une excellente soirée. Le repas était délicieux. Mélanges audacieux et avec des assiettes magnifiques. Bref je reviendrai
149,macao1986,macao1986,29 juin 2020,Une très belle adresse,5.0,business,92,Je viens de passer une soirée très agréable j’invite les lyonnais de venir découvrir ce petit gastro qu va devenir un grand des grands  la justesse et l’osmose de sa cuisine servir avec une simplicité et surtout un grand professionnalisme  à voir très vite admirable
150,Findy,cindyles,27 juin 2020,Merci c’était le meilleur restaurant de ma vie !,5.0,couples,6,"C’était mon premier restaurant gastronomique ! 
J’avais des préjugé sur ce type de restaurant. J’avais la peur de ne pas avoir assez à manger. 
Et bien pas du tout ! C’étais délicieux, merveilleux, et consistant ! L’eau pétillante qui est filtrée sur place étais extraordinaire ! Le pains étais délicieux. 

En gros je dirais que c’est le meilleur restaurant de ma vie ! Vraiment ! 

Moi et mon copain allons revenir c’est même sûr ! 

Bravo à vous !

Merci pour ce repas de nos 3 ans, il est et il resteras mémorable ! 👏🏼❤️"
151,Sylvain G,SylvainGrvls,23 juin 2020,Bistronomique Étoilé,5.0,none,3,"Alors là... je suis bouche bée! 
Je viens de sortir de chez Agastache où nous avons déjeuné à midi, et c'était délicieux, surprenant, rafraîchissant, vivifiant même !
Nous sommes arrivés avec une toute petite faim, sous la chaleur de l'été et avons été accueilli chaleureusement par Mathieu qui nous propose de nous installer sur la terrasse accueillante et ombragée. Le bleu de l'enseigne et la typologie donnent une impression de sérieux et de haute cuisine. 
La carte est simple, efficace, sans chichis, mais intrigante. Le menu c'est une entrée, deux plats, un dessert. Peu de choix me direz vous, mais les connaisseurs apprécieront une excellence des produits locaux et de saison. Les associations sont surprenantes et explosives!!! Même l'eau est bonne, légère et écolo (filtrée sur place)

Malgré notre toute petite faim nous nous voyons proposer le classique ""Entrée - Plat - Dessert"" pour 24€. Et bien les quantités sont parfaites, ni trop, ni trop peu ! Et je m'en serait voulu de rater l'entrée autour de la carotte, juste magique de saveurs et de textures... Vient ensuite le plat principal ""Mulet-Fenouil-Myrtilles"" un vrai bonheur pour les papilles ; entre le gout prononcé du mulet et la rondeur du fenouil rehaussé par le peps de la baie rouge.
Et le dessert, quel dessert! Pêches, menthe, en sorbet, en coulis. J'en ai encore des frissons et le gout à la bouche

En fait on se croirait dans un resto étoilé, la douloureuse en moins, mais wouaouh c'est excellent! Pour sûr nous reviendront! 
Nous avions 1h pour manger et le service comme la cuisine  en a tenu compte, pas de retard pour reprendre le boulot. 

Bref si vous voulez vous régaler sans compter n'hésitez plus ! 
@Agastache, merci"
152,SolennR,SoRemy,23 juin 2020,Nouvelle adresse à ébruiter d'urgence,5.0,none,1,"Levée du confinement, un ami viens nous rendre visite à Lyon, nous réservons un peu par hasard à l'Agastache... Excellente découverte! 
Décoration soignée toute en douceur, accueil irréprochable. La cuisine est très travaillée, saveurs maitrisées, quantités optimales. Rapport qualité-prix exemplaire. Soirée parfaite!
Nous y retournerons volontiers!"
153,Olivier B,352olivier,19 juin 2020,Un petit nouveau à découvrir dans le 6eme,5.0,couples,131,"Un nouveau restaurant dans le 6eme qui mérite d’être encouragé. Accueil très sympathique, une carte de vins qui’ permet de découvrir de bonnes bouteilles autour de 30€, et une cuisine originale, avec beaucoup de travail sur les textures, le choix d’aliments de saison, une belle place faite aux légumes, et des plats très réfléchis en terme d’accord des saveurs. Un petit air de « top chef » dans l’assiette... de mon point de vue, les plats manquent peut être juste de liant, et les quantités sont un peu limite. Mais je recommande quand même sans hésiter ce restaurant. "
154,Thomas Z,763thomasz,18 juin 2020,Un pur moment de plaisir!!,5.0,none,5,"Accueil excellent, un cadre cozy, une carte simple, des saveurs à tomber par terre et tout cela pour un menu de midi à 24€!!
Une petite pépite au coeur du 6ème qui va très vite grandir!!"
155,BenRoux,benaturabuy,18 juin 2020,Très gentil endroit. Décoration,5.0,none,141,"Très gentil endroit. Décoration simple, mais élégante. Service très agréable. Une cuisine de très grande qualité. Leger, fin, joli, tout est réussi. Bravo. Une adresse à visiter ... bravo "
156,delphinecither,delphinecither,17 juin 2020,Juin 2020,5.0,family,4,"Cadre cosy avec une belle vaisselle le service est soigné et chaleureux 
La cuisine est raffinée et recherchée bref une très bonne adresse"
157,SkiMoto,SkiMoto,16 juin 2020,Déjeuner savoureux,5.0,friends,42,"J'y avais dîné un soir avec ma fille la semaine avant le confinement, un ami m'y a invité le 16 juin, je me suis régalé, l'originalité des plats, la variété des saveurs, tout était très bon.
J'ai vraiment bien mangé, je recommande ce restaurant et j'y retournerai. "
158,Gregoire D,gregoired310,12 juin 2020,Un tout nouveau restaurant,5.0,couples,19,"Un tout nouveau restaurant dans le quartier. Une cuisine excellente et une carte simple à midi avec un menu unique à 24 euros. 
Super dessert cette semaine avec une rhubarbe confite comme je n’en avais jamais mangé. "
159,natalie L,nataliel736,6 juin 2020,Super diner,5.0,friends,33,"Deuxième expérience dans ce restaurant et toujours aussi réussie. 
Tout a été parfait de la mise en bouche au dessert.
L'accueil est  toujours aussi chaleureux  et le service irréprochable .
A refaire très vite. 

"
160,catherine b,catherinebX8486VS,5 juin 2020,Extra,5.0,friends,12,Heureux de vous retrouver. Plats excellents comme sait les mijoter Benjamin et accueil chaleureux avec le sourire de Mathieu. 👏 À très vite
161,Alexcendrier,Alexcendrier,16 mars 2020,Incroyable,5.0,couples,1,"Épicurien depuis de nombreuses années nous avons été informé de l'ouverture de ce nouveau restaurant. Nous sommes venu dîner en couplé et nous avons passé une superbe soirée. 

Décoration raffiné et chaleureuse et cuisine locale extrêmement bien exécuté. 
Une vrai émotion dans l'assiette. 
Produits extra frais favorisant les circuits courts. 

Le plus est ""l'interlude végétale"" proposer le soir afin de mettre en valeur un ou plusieurs produit végétale ! 

Merci au gérant Mathieu pour son accueil sans fautes et son incroyable connaissance dans les vins et produit proposé ! 

J'y retournerais sans hésiter pour un repas d'affaire ou entre amis !"
162,Juliette T,juliettet390,15 mars 2020,Excellent dîner !,5.0,family,66,"Je recommande ce restaurant les yeux fermés ! Nous avons passé un très bon moment, des amuses bouches, au dessert persil chocolat en passant par un filet de veau délicieux et une truite parfaitement cuite.
 Une cuisine raffinée, avec des produits de qualité, tout ça dans un très joli cadre avec un service très agréable. Très bons conseils dans le choix du vin, personnel très sympathique."
163,catherine b,catherinebX8486VS,14 mars 2020,Très belle découverte,5.0,couples,12,"Nous avons passé un excellent moment dans ce nouveau restaurant du 6ème.
Tout est parfait: l’accueil, le cuisine, la décoration et
L’ambiance.
Le duo Mathieu -Benjamin fonctionne très bien,
Restaurant à réserver sans modération !
À très vite"
164,SkiMoto,SkiMoto,13 mars 2020,Dîner avec ma fille,5.0,family,42,"Nous sommes rentrés un peu par hasard et nous n'avons pas été déçu, cuisine inventive, variée avec des saveurs originales et ceci pour un prix très raisonnable. 
Nous avons passé un bon moment et nous nous sommes régalés. 
Je recommande ce restaurant. "
