,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
213,SANDRA17806,SANDRA17806,20 octobre 2021,Excellent,5.0,friends,35,"Un vrai régal ! Agréable moment entre amis 
Le saucisson brioché , la quenelle de brochet …enfin tout était excellent !! 
A refaire"
214,Yves S,yvess700,17 octobre 2021,Cuisine à la chaîne,4.0,family,47,"Petit bouchon typique, service rapide, cuisine simple. Assez cher tout de même pour la qualité (80€ pour 2 menus , 2 bières, 1 pot de vin ).
Les serveurs sont sur le qui vive."
215,Sunshine63349836585,Sunshine63349836585,10 octobre 2021,Excellent !,5.0,friends,2,"Que dire à part que c’était excellent, très bon rapport qualité/prix, cuisine typique lyonnaise,  très très bon, copieux. Je recommande !!!"
216,Phb5176,Phb5176,9 octobre 2021,Très bonne cuisine,5.0,family,10,"Très bon rapport qualité / prix 
Service chaleureux et efficace
Un grand chapeau au serveur qui assure , seul , le service de la salle principale et de celle en sous-sol . Efficace et sympathique malgré la pression 
Je recommande sans réserve"
217,F.M,flamaj3112,6 octobre 2021,Super,5.0,couples,204,"Bon bouchon lyonnais. Décoration typique et bons plats dont plusieurs spécialités lyonnaises 
Peut être pas le meilleur bouchon mais on a passé un bon moment :)"
218,BertrandS,Trail20576921412,3 octobre 2021,"Bouchon lyonnais conseillé et vraiment rien à redire surtouts envie dit retourner, t’oit y est bon de entrée au dessert",5.0,family,17,Un vrai bouchon lyonnais un vrai régale surtout réservé sinon il faudra revenir et cela en vaudrait la peine toute y est bon
219,emma r,emmarO8149GZ,29 septembre 2021,Je recommande fortement,5.0,couples,7,"Super accueil, service rapide. Les plats sont succulents et les prix restes très raisonnables 
Je recommande !!"
220,PIERRICK63,PIERRICK63,28 septembre 2021,Parfait,5.0,couples,196,"Très bon accueil malgré l’affluence.
Une table a été déplacée pour nous de l’intérieur vers la terrasse .
Service de qualité et efficace .
Menu à 21.90 € parfait 
Ravioles saint Marcellin (crémeuses )
Faux filet frites ( cuisson bleue parfaite )
Tarte aux pralines (généreuse et top )
Le vin très correct en pot de 46 cl 
Je conseille vivement cette adresse sans chichi , tout dans la qualité et le service .
Bravo aux serveurs pour leur efficacité"
221,Erwin N,Nunuauresto,22 septembre 2021,Une première dans un bouchon,4.0,family,22,Les menus font bien l’affaire avec du choix. Très bon moment passé dans la salle du bas qui est d’ailleurs très bien décorée. Dommage qu’il y ait eu un peu d’attente pour les desserts. Je recommande tout de même.
222,Roxane T,roxanet712,11 septembre 2021,Excellent bouchon lyonnais !,5.0,none,30,"Petit bouchon lyonnais au coeur du vieux Lyon. 
Il est tout simplement excellent et en plus de celà pas cher !

Les entrées, les plats ainsi que les dessert, tout est vraiment bon ! Mais il faut aimer les plats lyonnais c'est sur. Les plats sont vraiment copieux en plus de celà, on en a vraiment pour notre argent. 
La qualité est top. 

Je conseille vivement si on veut tester un bon bouchon lyonnais."
223,karaclaire,karaclaire,5 septembre 2021,Quelle découverte,5.0,none,1,"Nous avons voulu tester l'un de ces fameux bouchons lyonnais dans le quartier St Jean et n'avons pas été déçus loin de là .
Qualité quantité et prix très sympas voilà une surprise qui a agrémenté notre séjour à Lyon . Petit resto dans un quartier animé où le service et le menu nous ont fait y revenir 2 fois en 3 jours ."
224,aneto b,anetob,5 septembre 2021,Bon endroit.,5.0,family,28,"Très bien, bien manger, bien servi et très bon rapport qualité prix.
Ne pas hésiter car c'est à la hauteur des avis.
Merci à vous."
225,Zo,Zo7413,4 septembre 2021,Déçues,2.0,family,3,"Nous étions 2 et avions commandé une formule entrée dessert pour moi et un plat pour ma fille. Au lieu de servir l'entrée et le plat en même temps, mon entrée a été servi et après avoir réclamé, 45 min plus tard le plat de ma fille est arrivé. Nous avons donc mangé l'une après l'autre, sans excuse du serveur et sans geste commercial."
226,logan l,loganl434,24 août 2021,Nourriture typique,5.0,couples,517,"Endroit convivial et accueil très sympathique. Plats vraiment très bon. Nous ne connaissions pas Lyon et nous nous sommes arrêté par hasard devant ce petit bouchon lyonnais. Prix très attractif ! Menu entrée, plat, dessert à moins de 20€ !"
227,Alex&Alexia,LesAlexs,24 août 2021,Très bon restaurant !,4.0,none,2,Service agréable dans un joli cadre. Les plats étaient bons avec un bon rapport qualité prix. On recommande.
228,isabellem2016,isabellem2016,23 août 2021,Bon bouchon lyonnais,4.0,couples,150,"Si vous voulez déguster des spécialités lyonnaises à un prix très correct et à toute heure de la journée, vous avez trouvé votre adresse. Assiettes copieuses et savoureuses, service très agréable."
229,Thomas B,Tomus973,22 août 2021,Excellent repas,4.0,family,139,"Tres bon resto, menu enfant qui change un peu charcuterie avec frites maisons et grosse mousse au chocolat en dessert pour 11€. Menu adultes vraiment bon. Rien a redire si ce n est que l in mange un peu ds la rue au milieu de tt le monde sans vrai séparation."
230,Natach,Natach91,17 août 2021,Incontournable,4.0,family,1,C'est toujours un vrais plaisir de venir dans ce bouchon lyonnais. Nous avons découvert ce restaurant au cours d'une étape pendant nos vacances et ne manquons pas une occasion de venir lorsque nous venons à Lyon.
231,Cedric,Scenic13477020978,15 août 2021,tres bon moment,5.0,family,7,Tres bon restaurant. Nous avons très bien mangé. Le service était également très bon et rapide. Nous y retournerons avec grand plaisir.
232,gogoss,vGogoss,12 août 2021,Légère attente qui vaut le coup,5.0,friends,8,"Super moment passé entre amis dans ce restaurent.
Bien accueilli et très bien servi.
Bon rapport qualité prix
Petite attente mais nous n’avions pas réservé donc c’est normal."
233,Tignes7386,Tignes7386,11 août 2021,Excellent au top ! 👍,5.0,family,82,"Un soir en semaine mi août, très bon accueil, service très agréable par trois jeunes serveurs attentionnés ; nos 4 plats sont Excellents et copieux 🤩 magret de canard, souris d’agneau, salade Océane, burger savoyard, puis dessert tarte tatin, mousse au chocolat, glace tout aussi bon . 
Réservation conseillé"
234,Anne-Caroline E,annecarolinee900,10 août 2021,Belle découverte !,5.0,couples,9,"Très bon moment passé dans ce petit bouchon, ambiance très sympa. Les plats sont très copieux, très bon rapport qualité prix ! Je recommande"
235,Dominique,Dom0Tom,9 août 2021,Très bon Bouchon,5.0,family,2,"Très satisfait de notre repas... Aucune faute de goût : service et cuisine au top... Menu clair et varié, addition tout ça fait correcte et serveurs sympathiques. 
Je recommande vivement ce restaurant et garde personnellement cette adresse dans ma short-liste. 
Bravo et merci à toute l'équipe. Bon appétit au vieux Lyon."
236,vincentguidali,vincentguidali,8 août 2021,très bien,4.0,none,178,"repas à 4 entre amis début juillet 2021

bien situé
serveur super agréable et de bon conseil.
carte courte et nette, entre cuisine locale et française

très bon, dans l'assiette et en rapport qualité/prix

allez-y !"
237,Breizhamal,amal3556,5 août 2021,Très bon,5.0,family,4,Repas excellent et copieux avec un service agréable sur la terrasse du vieux Lyon pour un prix très correct. Conseil fortement
238,Christine R,K106ERchristiner,4 août 2021,Très bon restaurant,5.0,couples,35,"Excellent restaurant avec de bons produits.
Le menu à  19,90 € est super bon et très copieux.
Petit bémol sur la tarte praline trop sucrée mais sinon tout était bon. Le patron et le serveur sont très gentils. Les règles d'hygiène contre le COVID sont respectées.
Je recommande ce restaurant."
239,Armando,Armando13131313,3 août 2021,Un bouchon qui débouchonne,4.0,couples,2,"Franchement excellent, et une magnifique tarte praline.

Un service qui peut être plus dynamique.

Je recommande"
240,Stephane B,696stephaneb,3 août 2021,C’était très bon !!,5.0,family,5,"Un accueil chaleureux, un repas de très bonne qualité et des serveurs forts sympathiques. Quoi demander de plus pour découvrir la gastronomie lyonnaise ?"
241,Franck P,franckp914,29 juillet 2021,Un excellent endroit où la cuisine lyonnaise est mise en valeur.,5.0,family,105,"Très bon bouchon lyonnais avec un choix de menu typique lyonnais. Quenelle au top, tête de veau excellente et cervelle de canu extraordinaire. Vous passerez un bon moment à des tarifs très compétitifs.
"
242,Devi,Dreamer37279241604,28 juillet 2021,Viande et frites excellente. Personnel au top,4.0,friends,30,"Viande excellente, personnel au top. Cependant c’est une place touristique, les prix sont donc plus élevés que dans le reste de la ville."
243,Fabsandcorin D,fabsandcorind,28 juillet 2021,A la découverte du Vieux Lyon,4.0,family,209,"Belle petite balade sous un temps clément.
Jolies ruelles et au détour d’une porte que l’on pousse on « traverse » les traboules lyonnaise.
Plusieurs sites à voir, musée du film et de la miniature, théâtre de guignol…"
244,Luciremi,Luciremi,28 juillet 2021,Parfait,5.0,family,2,Le Service est rapide. Le personnel est très agréable et nous avons très bien mangé.  Je conseille à 100%
245,681camille,681camille,18 juillet 2021,Typique du bouchon Lyopnnais,3.0,none,7,"Ambiance trés sympathique, rapport qualité prix excellent et équipe de serveur sympatique.  L'entrée etait parfaite

Bemol pour le dessert Tarte à la praline qui n'est pas fait maison et semble à base de disphophate disodique.

J'y retournerai sans  le dessert"
246,Sandrine W,825sandrinew,17 juillet 2021,Super,5.0,family,4,"Très bon accueil, serveur très sympathique, assiettes copieuses et délicieuses. Je recommande fortement ce restaurant."
247,Michel D,Michelcoeurdelyon,13 juillet 2021,excellent +++ très bon accueil,5.0,none,3,"petit bouchon lyonnais avec très bon accueil, service impeccable. possibilité de manger en terrasse mais aussi en intérieur.
le trio de ravioles pour les unes et l'andouillette frites pour moi ont été raffinés et en portion copieuse. MCD13/07/21"
248,GLTE,ginette1966,28 juin 2021,"Très bien, sympa et bien situé",4.0,none,523,"Restaurant avec une magnifique terrasse dans une rue piétonne bien ombragée par le palais de justice. Très bons plats régionaux, bon rapport qualité/prix. Personnel sympa. Réservations indispensables"
249,Emilie G,937emilieg,21 juin 2021,Excellent bouchon lyonnais !,5.0,friends,4,"Excellent bouchon lyonnais, très bon service, nous avons un super moment. 
Plats typiques, bon rapport qualité prix !
Je recommande sans hesiter"
250,GABRIEL CF,gabrielcdf9,19 juin 2021,Très décevant,1.0,friends,1,"Les prix attractifs du menu seront vite oubliés une fois la première bouchée avalée. J’en retiens un avantage cependant, tous les aliments ayant le même goût, il est difficile de ne pas aimer.
Vraiment dommage que les touristes de passage découvrent la cuisine Lyonnaise de cette façon !"
251,Cyriac V,cyriacv2020,19 juin 2021,Déception,3.0,friends,1,Prix satisfaisant mais nos salades n’étaient pas fraîches et la viande mauvaise. Le coin sympathique néanmoins
252,Gabriel M,Gabriel_Mlltt,13 juin 2021,Très bon restaurant !,5.0,none,4,"Table réservé en avance par téléphone. Très bien accueilli et servi.
Souris d'agneau et Burger Savoyard très bon. Je recommande fortement.
Le cadre du Vieux Lyon est très appréciable également."
253,sofienlyon,sofienlyon,4 juin 2021,Parfait,5.0,friends,1,"Très bon bouchon. Vous disposez de beaucoup de choix, la qualité, la sympathie de l équipe est présente. Les plats sont copieux. Je recommande. Bon appétit"
254,Elodie V,226elodiev,4 juin 2021,Super !!,5.0,couples,10,"Super restaurant, simple, bonne cuisine française et prix vraiment raisonnable! 
Ne regardez pas les avis négatifs, inutiles.
Ce n’est pas un grand restaurant mais si vous voulez manger lyonnais pas cher, vous allez être ravis !!
A refaire et recommander"
255,Celine Crn,celinecrn,4 juin 2021,Un bon bouchon lyonnais,5.0,couples,13,"Bon bouchon lyonnais, plats savoureux et copieux ! 

L’équipe est aimable et souriante. Un très bon moment passé dans le vieux Lyon !"
256,Escape824588,Escape824588,25 mai 2021,Moyen si vous ne mangez pas,2.0,friends,2,"Une table de 7 avec des amis qui veulent boire un coup et vous êtes presque foutu dehors et regarde de travers tout le long
Un conseil si vous voulez boire n allez pas ici
Les propriétaires et surtout le patron devraient revoir leur chaleureusité"
257,Laurine B,Newlla,26 octobre 2020,Excellent,5.0,couples,3,"Très bon restaurant proche de la basilique. Le service était parfait, et il n’y avait que très peu d’attente."
258,Kalinka18,Kalinka18,26 octobre 2020,Un pur délice,5.0,couples,309,"Magnifique restaurant en plein vieux lyon. Accueil chaleureux, service très rapide et des plats à la hauteur de Lyon. Nous avons été très satisfait de notre premier bouchon lyonnais. 
Je vous le recommande vivement ! "
259,Olivier,Olivier_lyonnais,25 octobre 2020,Très bon restaurant,2.0,friends,1,"Très très bon restaurant. Enfin si on avait pu le tester car malgré une réservation depuis 5 jours, la table nous a pas été garantie... Sauf à manger en extérieur 15 degrés et courant d'air ! Bonne chance aux prochains client"
260,Patrice C,patricec856,17 octobre 2020,Juste exceptionnel,5.0,family,132,"Ce bouchon lyonnais est exceptionnel, dans une ambiance typique. Les mets sont divins avec de très bonnes spécialités lyonnaises. L'attente est quasi nulle, le service est très bon. C'est vraiment un endroit à recommander."
261,Juju N,697jujun,12 octobre 2020,Juste succulent,5.0,none,37,"Un vrai bouchon comme on les aime. 
Je suis revenue dans ce bouchon 2 an après ma première visite. 
Je n'étais pas déçue.Le service était extrêmement rapide. 
 Tout était à tomber : les ravioles étaient très bonnes. La tarte à la praline est définitivement la meilleure que j'ai mangé dans Lyon. 
Je recommande vivement. Ne passez pas à coté."
262,Butterfly222,Butterfly222,5 octobre 2020,Un bon petit bouchon,5.0,couples,92,Plats excellents et desserts idem. Cuisson au top. Ambiance sympa et dans le vieux style d'un bouchon.
263,Elodie2104,Allanelodie69,11 septembre 2020,Délicieux !!!,5.0,couples,1,"Super restaurant. La carte est varié avec des belles spécialités lyonnaise. Les assiettes sont très copieuse. 
Le personnel est au petit soin
Je le conseil fortement"
264,Max,maxkxf,8 septembre 2020,Bon restaurant,4.0,none,22,"Bon restaurant, serveur agréable et à l’écoute. 
Plats vraiment délicieux et copieux. 
Carte de vin plutôt en accord avec le reste. 
Tout est ok pour passer une bonne soirée. 
Je recommande "
265,gs06,gs06,7 septembre 2020,bon,4.0,family,498,"bons plats Lyonnais classiques. accompagnements moyens, légumes tièdes ou riz basique. cadencement du service forcé, un plat attendu... bon pot de vin. spécialité tarte praline très sucrée. "
266,Zaidat A,zaidata2020,5 septembre 2020,Excellent bouchon Lyonnais,5.0,family,1,"une soirée apaisante dans un cadre reposant.
le repas était a la hauteur de nos espérances, plats servis soignés et gouteux , service impecable et des serveurs excellent,
 Un restaurant
 authentique  !!! des menus pour tous les budgets ...bien reçu.... chaleureusement ... aimable ... à l'écoute... je peux dire que j'ai hâte d'y retourner en famille avec des amis en couple pour retrouver ce moment délicieux dans ce restaurant ... merci de votre accueil de votre dévouement .. c'était parfait 🙂"
267,Greg_Suisse,Greg_Suisse,25 août 2020,"Service déplorable, plats sans saveur.",2.0,friends,22,"Table réservée à 21h00 pour 4... nous sommes arrivés à 20h55 et nous avons été installés à 21h35 après de multiples demandes.. les tables de 4 qui se libéraient été séparées en deux tables de 2.. les cartes sont arrivées 15 minutes encore plus tard. En revanche, à peine le temps de commencer à déguster l’apéro que les plats étaient servis.. 

Le vin, lui, arrive bien plus tard.. le serveur nous demande qui goûte.. personne n’avait de verre à vin... pas de chance.. 

Le Trio de pâtes n’était pas fait maison et sans saveur.. le suprême de poulet était banal et la tarte tatin réchauffée au micro-ondes. 

Bref.. nous ne sommes visiblement pas tombés sur un grand jour. Je ne doute pas que certains sont bien mieux lotis que nous (j’espère), mais nous, nous n’y reviendrons plus. "
268,Eddy,Eduby69,24 août 2020,Excellent !,5.0,family,16,"Le véritable bouchon lyonnais ... RAS ... Parfait ... Spécialités lyonnaises, Service rapide, Restaurant au cœur du Vieux Lyon ... A refaire ..."
269,bmordo,bm0rd0,21 août 2020,excellent choix pour mon dernier repas à lyon.. finir en beauté,5.0,none,303,"excellent choix pour mon dernier repas à lyon.. finir en beauté
repas en terrasse

Pour commencer l'assiette de foie gras  excellent
Ensuite l'assiette du boucher bien cuite comme je le désirais avec un morceau tendre de boeuf, des magrets de canard et des filets mignons.. le tout accompagné de frites appétissantes et fraiches et une tres bonne sauce aux cèpes
enfin pour finir un sorbet cassis au cremant et marc de bourgogne font que ce repas fut un excellent point final pour mon séjour lyonnais... 
( meme le pain était servi frais ce qui n'est pas le cas dans beaucoup d'autres bouchons)
je recommande vivement"
270,Olivier T,122oliviert,19 août 2020,Du pur plaisir,5.0,couples,22,"Une carte avec beaucoup de choix dont beaucoup de très tentants: du bouchon, des classiques et du plus fin (les ravioles cèpes-foie gras sont un pur bonheur). Des assiettes bien réalisées: belles, goûteuse et gourmandes. Une petite terrasse à l ombre dans une rue typique du vieux lyon. Service très sympa et incroyablement rapide. Top!"
271,L'épicurien,le_epicurien,19 août 2020,Bon restaurant - Accueil froid,4.0,none,61,"Déjeuner ce 18/08 en famille.

Saucisson brioché, poire de bœuf et quenelle de brochet étaient excellent et en quantité très correct.
Les frites maison accompagnant le bœuf étaient bonnes mais trop salées.
Sinon, très satisfaits de ce resto.

En revanche, accueil à revoir, une partie du personnel étant quelque peu froid."
272,alcoq,alcoq,16 août 2020,Très bonne cuisine /accueil à revoir,3.0,couples,22,"Très bonne carte et les plats servis sont à la hauteur 
Bon rapport qualité /prix 
Par contre accueil à revoir / patron stressé et pas très aimable (dommage )"
273,Angelique O,356angeliqueo,14 août 2020,Convivial,4.0,couples,2,"Bon accueil, personnel sympathique.
Bon rapport qualité prix.
Le carpaccio etait tres bien assaisonné, assiette du boucher au top. Cuisson respectée et viande tendre
A tester absolument"
274,Marie-Annick G,marieannickg2017,11 août 2020,Merci oui merci à Yohan,5.0,none,71,"
Merci oui merci à Yohan de nous avoir fait passer un excellent moment ...
Nous étions de passage à Lyon et une amie nous a suggéré cet établissement.
Accueil parfait 
Nous avons partagé deux menus de spécialités avec mon mari et whaou des plats délicieux et le service génial. Nous avons été servi par Yohan. Il nous a donné vraiment l’envie de revenir manger dans ce restaurant.
Nous recommandons vivement et en plus très bon rapport qualité prix ... "
275,Mathilde C,mathildec179,9 août 2020,Un régal,5.0,friends,171,"De l'entrée au dessert, un seul mot... Parfait. Rapport qualité prix plus que correct. Les portions sont généreuses. L'accueil est également très agréable. Nous avons eu un serveur qui faisait très attention à ce qu'il y est toujours de l'eau sur la table (très appréciable vu la chaleur).
Le gratiné d'oignon est une pure tuerie ! "
276,Sabine M,X3984ZQsabinem,6 août 2020,Fait maison et sympathique,5.0,family,36,"Super restaurant au fil d'une visite du vieux lyon. Ne paye pas de mine de l extérieur car il n'est pas exposé sur les grandes places mais vraiment bon, fait maison, même les frites pour les enfants et ca ca ne se voit plus beaucoup !  Service très sympa et chaleureux.  
Je recommande ! "
277,Margaux85,margauxbtt,6 août 2020,Nous avons testé le menu du,4.0,none,11,"Nous avons testé le menu du jour avec œufs meurette, filet mignon et tarte aux pralines roses en dessert. Plats copieux et de très bonne qualité. Petit bémol pour le peu de plats végétariens présents dans la carte. "
278,Daniela O,danielao20,4 août 2020,Excellent,5.0,family,2,"Accueil très chaleureux les plats sont de très bonne qualité .
Petit bouchon a recommander vraiment. 
Restaurant au top"
279,bureaudeslegendes,bureaudeslegendes,3 août 2020,Grand plongeon dans le bouchon Lyonnais,4.0,none,464,"Très bon emplacement dans cette fameuse rue connue de Lyon avec tous ces restos. Un service à 19h et 21h, avec une terrasse qui peut accueillir environ 30 couverts. 
Pour la carte, vous avez une grande partie de tous les classiques lyonnais, entre tablier, cervelle de canus etc... Tout ça, parfaitement cuisiné. Un service bien veillant, avenant, qui nous explique les plats. Et au final, pour 4, avec une bouteilles, entrée plat et desserts, on s'en sort pour à peine 100 euros, soit 25 euros par tête. A refaire"
280,Lesimmercuriens,Lesimmercuriens,3 août 2020,Bon restaurant,5.0,friends,45,"Bon restaurant et choix entre plusieurs menus. Personnels agréables. 
Le seul inconvénient c'est l'accès aux toilettes compliqué car petit escalier en pierre avec des marches assez hautes. "
281,Ange H,286angeh,29 juillet 2020,Un bon resto,5.0,family,1,"Un très bon moment passé en famille où petits et grands trouvent leur bonheur !des plats lyonnais bons et simples,un gâteau de foies de volaille excellent,bref pas un bouchon attrape touristes!
Service rapide et efficace"
282,mathilde.tisserand,m174,26 juillet 2020,"Très bon restaurant, dîner",5.0,none,56,"Très bon restaurant, dîner en amoureux pour notre premier soir sur Lyon. 
Petite attente, mais ça en valait la peine pour se régaler ensuite. 
Service professionnel et agréable. "
283,Isabelle L,isabellelG5467SR,26 juillet 2020,Bon bouchon Lyonnais,5.0,none,60,La cuisine sans prétention est vraiment très bonne. Le personnel est vraiment très agréable et efficace.
284,Tintibulle,Tintibulle,21 juillet 2020,Bon bouchon lyonnais,4.0,none,33,"Nous ne sommes pas des spécialistes des bouchons (enfin, pas ceux-là  !) mais nous avons vraiment apprécié la cuisine sans prétention mais savoureuse qui nous a été servie. Assiettes copieuses, service sympa, peu d'attente malgré un restaurant complet. Terrasse sympa en bordure de ruelle, bien ombragée. A refaire"
285,Pierre S,pierresX1292CE,18 juillet 2020,Bon bouchon classique,3.0,family,14,"Le vieux Lyon est un bouchon classique, qui se démarque très peu de ses concurrents. Le cadre est sympathique sans être incroyable, les plats bons sans être excellents. Quand à lui le prix est très correct. 
Allez y sans problème pour découvrir la gastronomie Lyonnaise 
"
286,Manon S,manons45,17 juillet 2020,Moment savoureux au cœur du vieux Lyon,5.0,family,21,"Nous avons passé un agréable moment en famille dans ce bouchon situé au cœur du vieux Lyon ! 

Plats savoureux et très bon rapport qualité prix.

Les serveurs sont très aimables. Mention spéciale pour la tarte à la praline!! 

De plus, le restaurant accepte les chèques vacances. "
287,Inès M,in_sm496,16 juillet 2020,Bonne soirée dans le quartier du Vieux-Lyon,4.0,none,4,"Cuisine locale excellente, très bon rapport qualité-prix et rapidité du service. Nous avons mangé à l'intérieur, la salle est petite mais conviviale et joliment décorée. Je recommande les yeux fermés."
288,DDDDDDDavid,DDDDDDDavid,16 juillet 2020,Terrasse agréable. Accueil,5.0,none,114,"Terrasse agréable. Accueil efficace et sympathique. A noter un menu enfant à 11€. 
Tous les plats nous ont convenu du menu enfant à la formule du jour. Les produits sont faits maison et le tarif très raisonnable.
Belle surprise avec un endroit idéalement placé rue St-Jean.
"
289,Manon,man0no1,15 juillet 2020,Délicieux !,4.0,friends,1,"Bien accueilli sur une terrasse chaleureuse, repas copieux et un rapport qualité-prix exemplaire. Une soirée entre copine réussi on vous recommande ce délicieux bouchon lyonnais !"
290,Camper603698,Camper603698,14 juillet 2020,Très bon resto lyonnais.,5.0,family,48,"Très bon resto lyonnais. Tout était très bon : tête de veau, salade lyonnaise, bœuf et frites. Accueil très sympathique aussi "
291,Antoine B,antoinebR4188RY,13 juillet 2020,Excellent petit bouchon,5.0,couples,2,"Un excellent petit restaurant, avec un service et des plats qui vous régalerons. Si vous chercher à dîner dans un endroit typique, n’hésitez pas à choisir Le Vieux Lion 👏🏼"
292,_philippe_babeth,_philippe_babeth,5 juillet 2020,Très bonne cuisine,5.0,couples,34,"Très bonne cuisine, personnel à la hauteur, bref tout est parfait ...
Je recommande ce restaurant !!!!"
293,MH&Luc,BigOne35,5 juillet 2020,"Très bon moment, à tester !",5.0,couples,97,"Très bon moment passé dans ce restaurant pour notre première soirée lyonnaise : menu (19,90€) avec entrée-plat-dessert, avec de nombreux choix. Les plats testés étaient tous très bons. 
De plus, les serveurs étaient très sympathiques, attentionnés et efficaces. 
Rien à redire !"
294,Marinimou,Marinimou,26 juin 2020,Excelent,5.0,couples,4,Plats savoureux et extérieur très agréable. Nous avons passé un délicieux moment dans ce bouchon Lyonnais lors d'un week-end touristique
295,phikra,phikra,20 juin 2020,Excellent rapport qualité/prix,5.0,none,94,"Un vrai bouchon Lyonnais, une nourriture soignée et excellente, simple et bien faite. Service rapide et agréable. Quand on a la chance de pouvoir manger dehors, le cadre est très agréable avec cette enfilade de vielle rue bordée d’hôtels datant du moyen-age. J'étais déjà venu il y a quelques années et je n'ai pas été déçu. 
A conseiller pour son rapport qualité/prix (17,5 € le menu du jour) et"
296,alexia,alexiag147,7 mars 2020,Excellent,5.0,friends,262,"Excellent bouchon lyonnais.
Accueil très agréable, serveurs sympathiques.
Rapport qualité prix très correct. "
297,Vincent C,vincentcvt,6 mars 2020,Excellent menu typique,5.0,solo,192,Excellent menu typique pour un prix modéré. Personnel agréable. Bon produit. Je recommande ce restaurant. 
298,Nath,W6013UAnathalier,3 mars 2020,Excellent rapport qualité prix,5.0,none,17,Très bon accueil. Cuisine traditionnelle et maison. Les assiettes sont généreuses et excellentes. Excellent rapport qualité prix.
299,Susuvafc,susuvafc,1 mars 2020,Cuisine lyonnaise de très grande qualité,4.0,friends,20,"Rapport qualité/prix très bon ...comme les plats ! 19,50€ pour une entrée/plat/dessert. Les ravioles au saint-marcellin étaient divins. Je recommande vivement !"
300,Yves S,yvess700,1 mars 2020,Décevant cette fois ci,3.0,couples,47,"Décevant cette fois ci . Beaucoup de monde , trop , salle surchargée et un service très lent . Le tablier de sapeur était brûlé et surchargé de moutarde. La tête de veau quelconque. On sent la cuisine faite à la hâte. Certainement le mauvais moment pour y aller ! Le restaurant a cédé à la tentation de faire du volume au détriment de la qualité. Dommage. On n’y retournera pas ."
301,PauF,PauFon,27 février 2020,Cuisine très decevante,2.0,couples,6,"Une quenelle à mon goût horrible (goût de purée croûtée.?), et volaille sauce champignon légèrement meilleure que flunch. La cervelle de canut n’était vraiment pas extra non plus. 
Pour moi resto à éviter. Joue sur les nappes à petits carreaux blancs!"
302,Selena D,SelenaD59,24 février 2020,"Un très bon restaurant, très",5.0,none,2,"Un très bon restaurant, très bon rapport qualité prix. Serveur agréable. Assiette extrêmement copieuse."
303,mickey001,mickey001,17 février 2020,Bonchon au top,5.0,couples,191,"Nous avons déjeuner dans ce petit bouchon.
Très bon accueil, service rapide mais surtout un très bon repas les plats sont copieux et délicieux
Bon rapport qualité prix.
Je recommande. 
"
304,Gabined,Gabined,16 février 2020,Bon resto,4.0,family,27,"Bon moment en famille. Impossible de réserver dans les Bouchons les mieux notés de Lyon, nous sommes arrivés un peu par hasard dans cet établissement. Bons plats malgré le fait que les garnitures n'étaient pas chaudes (frites, riz...) 
Ambiance cosy en sous sol.
Malgré ces points, c'était une bonne soirée!"
305,Veronique S,veroniques595,15 février 2020,Je me suis fié aux commentaires,4.0,none,166,"Je me suis fié aux commentaires et j’ai bien fais . Nous avons pris le menu à 19,90 € avec en entrée le gâteau de foie et la quenelle en plat ... quel régal !!!
Les serveurs ( euses ) très sympathiques 
Bonne soirée Lyonnaise "
306,Charles B,Charly-bt,8 février 2020,Non bouchon lyonnais,4.0,family,212,"Non bouchon lyonnais situé dans le quartier du vieux Lyon. 
Ambiance chaleureuse 
Personnels serviables et sympathiques 
Plats traditionnels de la région. "
307,Liiloo,Graafdf,2 février 2020,Super,5.0,family,2,"Après un accueil un peu « froid », Nous avons passé un très bon moment. Le reps était excellent tout ça dans un cadre très sympa . Belle surprise pour un quartier si touristique ."
308,Nana P,158nanap,2 février 2020,Œuf meurette à se damner !,5.0,friends,6,"Accueil chaleureux, service rapide et efficace, plats fait maison et de grande qualité, et œuf meurette à prendre absolument, il m'ont fait voyager très loin, impossible de garder les yeux ouverts pour les déguster ! Merci pour ce moment "
309,Nicolas Chérot,Cherot0,2 février 2020,Découverte,4.0,family,2,"Très bon et typique, attention tout de même à la surdose d'ail dans le mont d'or. On s'attendait à un accueil un peu plus chaleureux. Les quenelles étaient elles très savoureuses"
310,vinjou68,vinjou68,1 février 2020,Comme à la maison,5.0,none,52,"On est très bien accueilli dans ce bouchon, pas de chichi..on se sent comme à la maison. les plats sont très bon, dans la tradition des bouchons...copieux et les desserts sont  maison, la mousse au chocolat très bonne. Nous reviendrons surement à Lyon, et ce bouchon sera obligatoirement sur notre itinéraire. Merci au patron pour son accueil et il a réconcilié ma femme avec les quenelles."
311,Morad J,moradj2018,31 janvier 2020,Très bon rapport qualité prix,5.0,couples,17,"Très bon rapport qualité prix ! Plats maison de qualité, formules à prix très abordables, service efficace et professionnel ! Très satisfait de mon déjeuner ! "
312,masmaure,masmaure,26 janvier 2020,Très bonne table,5.0,family,46,"Très bonne table je me suis laissé guidé part les avis de TripAdvisor et on n’a ma pas berné 
Repas lyonnais bien cuisiné et raffiné 
On s’est régalé de l’entrée au dessert et bon accueil de la part de l’équipe 
On reviendra pour faire découvrir ce bon bouchon lyonnais à nos amis d’ici et d’ailleurs !!"
