user,user_profile,date_review,title,rating,type_visit,num_contributions,review
314567,314567,7 avril 2019,Restaurant Franco Péruvien excellent et original,5.0,friends,134,"Nous avons diné entre amis au restaurant franco-péruvien Miraflores. L'accueil y est excellent tout autant que les plats qui nous ont été servis et qui ont en outre le mérite de l'originalité. En effet on ne mange pas ailleurs ce qu'on mange au Miraflores. Les saveurs ""de là-bas"" sont originales et surprenantes mélangeant harmonieusement viandes et legumes aux herbes et céréales, jusque dans le dessert succulent. Les restaurant propose aussi une belle carte de vins sud américains.
En résumé un EXCELLENT restaurant un peu cher et qui pourrait peut-etre proposer un peu plus de variété car il n'y a que DEUX menus et pas de carte."
clfclf,clfclf,5 avril 2019,Merveilleux voyage,5.0,friends,34,"Je m’attendais à être surpris mais je m’ai vraiment été. Quelle originalité, et quelles belles saveurs. Cela ne ressemble à tirn d’autre mais c’est très agréable. 
Le service est une belle invitation au voyage. Je reviendrai avec un immense plaisir"
Jerome G,jeromeg788,22 mars 2019,Beau voyage,5.0,couples,21,"Très belle table à Lyon qui met à l'honneur la cuisine péruvienne. On retrouve tous les produits de base de ce pays mais travaillés de manière exceptionnelle. Certes le menu degustation est a 115€ mais cela en vaut la chandelle: saveurs, présentation et quantité sont au rendez vous. Service amical, pas trop présent pour un gastro mais très bonne connaissance des plats et très bon conseil en vins. Petit bémol sur ce point avec des prix de bouteilles plutôt très élevés. 
Bref, un très beau voyage dans les Andes qui nous a rappelé de beaux souvenirs gustatifs "
Benoît M,beno_tm989,9 mars 2019,Un beau voyage gustatif...,5.0,couples,31,"Première fois dans ce restaurant franco-péruvien au cadre chic et cosi à la fois.
En entrée un ceviche qui me laisse sans voix. Assaisonnements, dressage, texture et parfums. Ce plat est juste parfait !!!
A suivre un magret de canard, truffe et risotto de quinoa ( très original et très bon lui aussi)
En dessert le voyage se termine sur des notes florales avec des parfums inconnu jusque là.
Belle découverte. 
Bravo à toute l’équipe et merci pour ce bon et beau moment dans votre restaurant :)

Benoit et Myriam. 
"
chriscool69,chriscool69,3 mars 2019,Une très belle découverte,5.0,couples,34,"Une cuisine inventive et excellente. Nous avons choisi le menu dégustation composé d'une quinzaine de petite portion à déguster et à partager. Les plats sont une invitation au voyage à base de spécialités péruviennes dont certaines sont revisitées avec des produits de chez nous. 
Un service impeccable avec une équipe accueillante et compétente.
Une ambiance chaleureuse dans ce petit restaurant."
Irene Martin,irenemarpe,25 février 2019,À refaire!,5.0,couples,1,"Ce dîner était une vrai découverte!
Service complètement innovant, ambiance privative et respas très soignés aux goûts exotiques! 
Un excellent bravo au chef et à la brigade en cuisine qui nous à surpris avec un service en salle très attentif et une cuisine de grande finesse! Donc à refaire ce voyage au Pérou!"
Tocaj69,Tocaj69,24 février 2019,Un voyage gastronomique,5.0,family,222,"Un voyage magnifique fait de senteurs et d'arômes d'ici et de là bas. Un délice, des découvertes et les papilles en redemandes. Une mise en scène qui donne envie et qui dépayse réellement. Muchas gracias Carlos Camino!"
Jérémy M,157j_r_mym,12 février 2019,Dépaysement,5.0,friends,16,"Nous sommes venu entre amis ce soir découvrir la cuisine d’un autre monde, et quel autre monde?!! Dépaysement total!
Merci pour ce voyage. 
Excellent sur tous les points. "
myrtilou,myrtilou,12 février 2019,Excellent !,4.0,friends,51,Chapeau au chef qui nous a régalé et surpris avec des saveurs incroyables. La présentation des plats est originale. Chaque met est un délice. Un petit bémol pour l’accord mets-vins un peu cher et moins intéressant que les plats.
Gabian13,glorenzati,4 février 2019,Surprenant,4.0,couples,48,"Une grande découverte que la cuisine péruvienne, mais pas n'importe qu'elle cuisine péruvienne : Celle du Miraflores !!
En effet, c'est une cuisine Péruvienne avec quelques notes de fusion Française (fois gras par exemple) qui lui apporte une finesse. Les saveurs sont surprenantes et les assiettes sont élégantes.
Bref sans vous en dévoiler plus sur les différents mets, je vous dis juste que c'est vraiment à tester.
Le service, discret, serait le seul point encore un peu perfectible au niveau de la présentation des mets."
floca,flo0210,26 janvier 2019,Une découverte totale,4.0,friends,19,"Nous avons été surpris par les mets d’une grande qualité de cet établissement. C’est une expérience à vivre même si ce n’est pas la cuisine que nous préférons. Beaucoup de nouvelles saveurs .
Personnel très gentil."
Didier B,530didierb,23 janvier 2019,refuse les végétariens,1.0,family,60,"J'aurai bien voulu découvrir le Miraflores mais ce restaurant m'a indiqué qu'il ne proposait pas d'alternative à leur carte car le régime végétarien représente trop d'interdits !! C'est la première fois que je rencontre un tel refus. Des grandes tables comme les Troisgros se font, elles, un plaisir d'accueillir les végétariens."
Marc T,M9581PTmarct,9 décembre 2018,"Là, tu voyages!",5.0,friends,102,"Petite salle,  très cosi, ambiance feutrée, accueil souriant, ça commence bien.
Nous sommes pris en charge par notre hôtesse, et l'accent est mis dès le début: ce repas ne sera pas conforme!
Nous avons opté pour le menu découverte,  et en la matière, nous ne fûmes pas déçus. Ça change constamment, les saveurs s'enchaînent et ne se ressemblent pas. Les vins sont adaptés, les alliances sont raffinées. 
Certes, ici pas de grosse bouffe, seuls les palais rodés à la recherche de saveurs délicates vont s'éclater. C'est fin, assemblé, organisé sans fausse note. Mais il ne faut pas bouder, il faut tout apprecier, y compris ce que l'on ne connaît pas.
Seuuuupair bon souvenir, nous n'avons pas vu passer les quatres heures que nous avons consacrées à ce repas merveilleux. 
Nous somme satisfaits, au delà de ce que l'on espère. "
AdelineBourgois,AdelineBourgois,27 novembre 2018,excellent,5.0,couples,4,"Restaurant gastronomique dans le 6eme arrondissement de Lyon.
Le repas est une histoire qui accomagne les plats. La cuisine est fine, puissante, le service est bon. Un étoilé qui mérite amplement son rang"
Nicolas H,nicolash_fr,27 novembre 2018,Un voyage fortement dépaysant,4.0,couples,483,"Des saveurs étonnantes et d’étonnantes dans l’assiette tout comme dans les verres. On navigue dans entre dépaysement et excès de conflits de saveurs. Service bienveillant. Petite salle, réservation obligatoire. Le rapport qualité-prix ressenti est un peu faible par rapport à d’autres étoilés."
Emmanuelle,Gastro34130,16 novembre 2018,Magnifique ! Je recommande !,5.0,solo,3,"Ce soir, je tenais particulièrement à mettre un avis sur ce restaurant peruvien qui a eu le mérite de se voir attribué une étoile au guide Michelin!
En effet, suite aux très mauvais commentaires lus précédemment, j’étais un peu inquiète de ce qui m’attendait..
Et finalement.. tout fut un émerveillement TOTAL😍😍
J’ai une très grande habitude des restaurants gastronomiques dans lesquels je me rends régulièrement..
Et dans cet établissement, tout est parfait et surprenant! Le service est très rapide et la salle pas du tout bruyante !Alors que ce soir.. elle était pleine .. nous sommes vendredi .
Ici, on mange une partie du repas avec les doigts .. dans des assiettes en bois avec des couverts .. en bois aussi😃
De l’accueil personnalisé, à la disponibilité de l’épouse de l’artiste en salle, qui est l’auteure de l’ambiance chaleureuse et intime de la salle, au serveur  «  typé à l’accent d’ailleurs ».. j’ai vécu un véritable dépaysement !
Le cocktail typique à base de blanc d’œuf, de fruit de la passion et de vin du Pérou m’a mise de suite dans l’ambiance !
Suivi des amuses bouches aux goûts inconnus, harmonieux..de l’éponge de safran à la délicate couleur orangée , accompagnée de son petit cake moelleux , puis jolie salade fraîche, betteraves , fleurs péruviennes .. assaisonnée de persil d’ici, suivi de chips de quinoa noir avec mayonnaise de verveine , coussin de maïs local saupoudrés d’haryusvesca , savamment dosés et équilibrés , une merveille!! je suis très sensible aux plats trop pimentés ou relevés !
Suivi de Nigiris de truite cuite recouverte de caviar, sur une quenelle de riz long, mélangé à du quinola noir, et sur l’autre quenelle, un morceau de bœuf mariné aux goût inimitable et le tout sur une petite planche en bois surélevée sous laquelle brûle un encens de Palo santo qui permet un émerveillement total de l’odorat , de la vue et du goût !
La ceviche d’espadon , tendre, en quantité suffisante, avec la « léché tigrée » d’une magnifique couleur verte bi-color , maïs torréfié et pointe de cacao amer , avec la patate douce qui adoucit l’ensemble, sous une multitude de fleurs à manger, avec une présentation travaillée digne d’un chef étoilé, 
suivi du lapin à la cuisson à basse température, recouvert d’une robe tri-Color , tendre, moelleux, goûteux , une pure merveille !Accompagné de son risotto de quinoa saupoudré de truffe noire! Une expérience inédite et divine!
Puis leur trou normand.. une délicieuse boisson de couleur verte sur laquelle nage une mousse blanche délicate ..
Ensuite dans une noix de Coco givrée , une boule de glace de couleur verte au goût délicat et subtile d’aloé vera accompagnée d’un espuma de fleur de cactus de couleur rose fluo
Et pour le dessert final, sur une planche en bois , un fabuleux mélange de graines locales séchées et compressées sous forme d’une fine pellicule croustillante, accompagnée de quinoa grillé, haricot violet en granité et glace à la mélisse d’un vert envoûtant .. une merveille !!
Et le final du final.. une jolie boîte péruvienne qui s’ouvre et qui laisse découvrir un bonbon au chocolat enrobé de feuille d’or, accompagné d’un macaron à la feuille de coca  et dans un petit support en bois, une délicieuse guimauve, de couleur orange ,tendre , moelleuse, au goût très prononcé et légèrement acidulé de fruit de la passion recouvert d’éclat de caramel .. une merveille !!Pas du tout sucré.. je n’aime pas les desserts sucrés !
Finalement,une adresse que je recommande vivement et c’est certain que la prochaine fois que je reviendrai sur Lyon , je reviendrai régaler mes papilles sans hésitation !
Et sincèrement, 115€ le menu.. ça les vaut largement ! Je remercie ce couple d’artiste de m’avoir permis de passer une aussi délicieuse soirée !
A bientôt !"
Nathalie W,NathalieW299,21 octobre 2018,Belle expérience,4.0,couples,89,"Lumière tamisée dans une petite salle ce qui donne un aspect cosy. Personnel accueillant. Tout les plats nous sont expliqués ce qui nous donne l'impression de voyager. Les assiettes sont très bien préparé dans une belle déco. Le seul bémol et pas des moindres c'est la quantité. Elles sont vraiment petites car la plupart des plats sont à partager. Bref explosion de saveurs , pas assez en quantité et l'addition élevé."
Corentin S,corentins729,16 octobre 2018,Belle expérience,5.0,couples,18,Repas très travaillé dans un cadre cosy (la lumière est peut être un peu trop tamisée mais l'ambiance et l'atmosphère reste très chaleureux). Nous sommes venu pour l'anniversaire de ma compagne et il y a eu une charmante délicatesse de la part de la maitresse de maison à la fin du repas ! Une excellente expérience avec de nombreuses découvertes de nouvelles saveurs. Encore merci !
pierre s,851pierres,6 octobre 2018,Exotique...,3.0,friends,298,"Difficile de donner un avis à cette table péruvienne tenue par un couple franco-péruvien qui se donne du mal, honnête dans sa démarche.
2 menus 70 et 115€
Nous optons pour le «moins cher « 
2 plats principaux: un ceviche excellent et un bout de lapin pour remplacer le cochon d’inde péruvien: archi sec... alors que le cuy andin c’est gras, c’est onctueux...
Ces deux plats sont encadrés de mises en bouche aromatisées de saveurs andines. C’est compliqué, c’est décevant
Dessert: mixte de fruits français et de quinoa...
À la fin du menu, un lexique aussi long que la carte elle-même...
Carte de vin étique
Addition vertigineuse.
Je préfère la cuisine péruvienne à Lima...
"
mglja,mglja,27 septembre 2018,"Très bon, attention aux quantités...",3.0,couples,3,"C'est très bon, vous voyagez le temps d'une soirée. Mais il faut savoir que, pour un menu chacun à 70 euros, nous nous sommes partagés une caille..., qui constituait le plat principal ! Certes une caille farcie; imaginez la farce que peut contenir une 1/2 caille... Même en voulant manger léger, avouons qu'il y a des limites."
Jenny R,jennyr856,17 septembre 2018,Cuisine excellente !,5.0,couples,2704,"Découvert au ""Lyon Street Food Festival"", nous avons de ce fait eu l'occasion de goûter un échantillon de ce que doit proposer ce restaurant. Déjà connaisseuse de cuisine péruvienne, ce que l'on nous a servit était tout simplement excellent ! Je recommande ""Miraflores"" sans hésiter."
valsco1,valsco1,16 septembre 2018,L’une de mes plus belles expériences,5.0,none,943,Je me suis complètement laisser emporter par cette cuisine franco péruvienne quelle bonheur visuel et gustatif merci de m’avoir fait voyager et partager ces accords à très vite.
Arturo F,229arturof,13 septembre 2018,Toujours incroyable,5.0,couples,4,"J'ai eu le plaisir de revenir à Miraflores presque un an plus tard! Le menu est encore plus recherché et travaillé, proche de la perfection. Du ceviche amazonien au ""faux cuy"", en passant par un dessert au cacao servit dans une feve de cacao recolté par le chef lors de son dernier voyage: UN REGAL. Très bons accords mets et vins qui mettent en valeur producteurs francais et sudaméricains. Service parfait, non ""éxageré"" comme dans beaucoup de restaurant lyonnais, et ambiance de salle cozy. Dans l'ensemble une des meilleure expérience gastronomique vecue en France."
Fifi M,33fifim,12 septembre 2018,Excellent,5.0,couples,1,Très bon restaurant qui mérite amplement deux étoiles . Voyage culinaire assuré de l'entrée au dessert .Un univers sobre où on est à l'aise et un service de qualité .
Sylvie P,Q7286EFsylviep,11 septembre 2018,Bof,3.0,couples,20,"Beaucoup d ingrédients énoncés dans les plats mais peu de saveurs en bouche. Jolie présentation dans les assiettes mais service vraiment ampoulé. Deco datée alors que récente. Quantité mini mais prix maxi
Certainement beaucoup de travail pour sortir ces plats élaborés mais on peine à trouver le goût .. vraiment dommage"
Eleonore C,eleonorec699,22 juillet 2018,Hors du commun,5.0,couples,73,"Restaurant très intime, peu de tables, lumieres tamisées.
Ideal en couple.
Dans l'assiette explosions de saveurs toutes plus etonnantes les unes que les autres et des presentations très originales."
Laurent M,FLORENCELAURENT,21 juillet 2018,Surprenant,4.0,couples,366,"Je ne connaissais pas la cuisine Péruvienne et j ai été agréablement surpris 
Le menu à 110€ permet de découvrir des plats très surprenant 
Les conseils pour les vins sont très bien faits et le service est top
Le prix est un peu élevé mais vous ne trouverez pas d autres restaurants avec une cuisine Péruvienne aussi surprenante "
Sxcris,Sxcris,9 juillet 2018,Innovant créatif délicieux,5.0,couples,71,"On m a offert un dîner dans ce restaurant pour mon anniversaire. Quelle surprise !!! Ce restaurant est extraordinaire . Des plats innovants créatifs et délicieux . Service efficace . Cuisine fusion à base de produits péruviens . Tous les restaurants étoilés devraient être aussi surprenant ou celui la avoir deux étoiles . Photo du « classique »cevice , de maigre , assaisonnement au top ! "
Philippe D,philippedl,30 juin 2018,Magnifique voyage gustatif,4.0,couples,76,"On savait la cuisine sud américaine riche d'une diversité de produits, et on découvre avec la cuisine proposée par le chef du Miraflores, la puissance et l'élégance de plats qui allient raffinement, texture et goût. Un voyage culinaire à réaliser sans hésitation. Avec une mention spéciale pour le ceviche, juste merveilleux. "
amelM69,amelM69,15 mai 2018,Voyage delicieux,5.0,family,15,"Ne connaissant pas la cuisine péruvienne je m'attendais à tout et à rien.
Et qu'elle surprise!
Ce fut un super moment de découvertes culinaires toutes aussi bonnes les unes que les autres.
Énorme coup de coeur pour le thon et le sushi de boeuf.
Sans oublier la surprise du chef pour l'anniversaire que l'on fetait qui était très sympa et originale.
J'aimerai deja y retourner... 
"
Clarence V,424clarencev,14 mai 2018,Excellent,5.0,couples,14,"Nous avons adoré, simplement. Très bon étoilé qui mérite un passage, un peu éloigné du centre mais le quartier est sympa."
MP K,MPK679,13 mai 2018,"Superbe et généreux voyage au Pérou, accueil chaleureux, cadre simple et agréable",5.0,friends,18,Très belle découverte - parfums nouveaux - service simple et attentif - ce fut une excellente soirée entre amis!
RIOGALAXIE,RIOGALAXIE,17 avril 2018,VOYAGE CULINAIRE SURPRENANT,5.0,couples,61,"J'aime aller au restaurant à condition que je ne mange pas la même chose que chez moi. J'ai été gâtée par la cuisine du chef qui est aussi excellente que surprenante.
Le menu dégustation est un vrai voyage culinaire au Pérou tout en étant extrêmement atypique. Tout est très bon. Les vins sont très bien choisis. On découvre le vignoble péruvien et c'est très bien. Le service est irréprochable et très agréable. 
J'y retournerai sans problème."
Bruno V,brunov234,17 mars 2018,Super moment,5.0,couples,1540,"L endroit est petit, juste une dizaine de tables et il faut mieux reserver mais cela en vaut la peine. Beaucoup d inventivite et de saveurs. Une espuma evoque le brouillard de Lima, du boeuf angus traite facon anticuchos. Que de souvenirs."
LeaHenn,LeaHenn,10 mars 2018,Toujours à la hauteur,4.0,family,166,"3ème visite mais 1ère depuis que ce restaurant a reçu l'étoile et toujours un très beau voyage, nous ne sommes jamais déçus ! La surprise et les saveurs sont toujours au rendez-vous. À quand la 4ème visite ?"
Lucas C,I4967BBlucasc,7 mars 2018,Un voyage culinaire,5.0,solo,1,"Une cuisine Franco péruvienne qui nous fait voyager, un service des plus agréables et chaque plat expliquer et raconter en histoire ! Bravo l'équipe pour ses merveilleux moment que vous faites passer à votre clientèle. "
Matías M,mat_asm390,2 mars 2018,Régalez-vous et voyagez,5.0,couples,2,"Dès l'accueil jusqu'à la fin toute une expérience gastronomique qui vous fera parcourir par le Pérou: des saveurs, des couleurs et des petits détails choisis soigneusement pour vous faire de plaisir. 

La salle est petite, ce qui la rend idéale pour une soirée intime et tranquille en couple ou entre proches. En plus, le staff est très attentif à vos demandes et même à partager des mots avec vous. 

On va y retourner, sans hésiter."
Anais B,anaisb683,22 février 2018,Bien mais ..,4.0,couples,28,"Un véritable voyage de saveurs. Nous avons pris le menu dégustation à 110 euros par personne, c’était délicieux. Le cadre est intimiste avec peu de tables. 
Par contre, étant intolérante au lactose, javais informé le restaurant au moment de la réservation effectuée un mois auparavant, et l’on m’avait répondu qu’il n’y avait de problème. Or au moment du repas, aucune adaptation n’avait été faite et malgré le fait que je l’ai à nouveau signalé, on m’a gentiment informé qu’on ne pouvait pas changer certains plats. Résultats au moins 3 plats que je n’ai pas pu manger en entier, dont l’accompagnement du plat principal. Au lieu de remplacer, ils n’ont même pas pris la peine d’enlever les parties avec du lactose. Je trouve ça pas acceptable de la part d’un étoilé et regrette donc un peu l’addition salée (300 euros)! 
Dommage car sinon ce que j’ai pu manger était excellent"
Emma de Lyon,biggiemmanuelle,18 février 2018,Un voyage surprenant au Pérou,5.0,couples,129,"Ne pas hésiter à découvrir le meilleur restaurant péruvien de Lyon.
Un menu décidé par le chef, insolite, ludique, surprenant.... 
Que du bonheur !"
brindille26,brindille26,17 février 2018,VOYAGE AU BOUT DU GOUT,5.0,couples,91,"Avant de séduire vos papilles, la carte titille vos envies d'évasion et vous plongez sans retenue dans la description des mets qui vont émailler votre parcours gustatif; Pour débuter un Pisco Sour s'impose, diaboliquement dosé presque régressif.
Puis les présentations s'enchaînent toutes explosives en goût, c'est un festival de saveurs liées à l'histoire personnel du chef, authentiquement péruvien, racontée avec humour par son épouse.
Les produits sont choisis avec soin, souvent importés pour préserver les saveurs du pays.
Laissez vous tenter sans hésitation par la sélection des vins proposés en accord des mets car là aussi le meilleur a été retenu et vous serez emballés par la justesse des choix pour sublimer chaque assiette.
Ici le client se sent comme un ami que l'on a convié à un repas de famille, c'est chaleureux, étonnant et généreux, bref tous les ingrédients pour une soirée réussie suscitant l'envie de revenir."
StephdeSaintGenis,StephdeSaintGenis,1 février 2018,De l'art dans l'assiette,5.0,couples,47,"Dès notre arrivée nous sommes surpris par la petite taille de la salle (20 à 25 couverts maximum), mais bon, au moins nous savons que nous sommes des privilégiés. Deux choix de menus : un à 70 € et un à 110 €. Nous optons pour le 2ème, c'est à dire le menu ""confiance"" et ne regrettons pas notre choix ! Les plats s'enchaînent avec virtuosité. Le chef propose une cuisine artistique, poétique, délicate, surprenante, émotive faisant appel à son vécu et même à ses souvenirs d'enfance. Notre palais découvre des saveurs qu'il n'a jamais connu. C'est un beau voyage au pays des saveurs, mélange d'une cuisine franco-péruvienne."
lea_172014,lea_172014,19 janvier 2018,Voyage gustatif/dépaysement assuré,4.0,couples,45,"Excellente table.
Petite salle, service incapable et plutôt sympathique.
Repas faisant découvrir de nombreuses saveurs. Pisco sour Passion exquis. Ceviche exquis.
Plusieurs plats à tomber par terre tout simplement. De rares bouchées atypiques moins merveilleuses.

Deux bémols: je n'ai pas retenu les différents ingrédients atypiques... comment faire!? Répartir avec un menu/guide souvenir?
Et le vin, en dessous du niveau des plats à mon sens.

Tarifs concordants avec les plats.
J'ai trouvé le tout copieux, et je n'avais plus faim au dessert, ce sont de nombreuses petites portions qui se succèdent."
Tony B,TonyB563,31 décembre 2017,Sauvez-vous vite,1.0,friends,214,Sauve  qui peut fuyez nul très très cher et infect degueulasse très très mauvaise expérience j’ai des frissons rien que dis penser
Lenort,Lenort,22 décembre 2017,Un beau voyage au Pérou,4.0,business,266,"Très bon accueil dans ce restaurant qui nous amène au Pérou!
On a goûter plein de spécialités locales ! Très bon, très fin. 
Un accueil très frais, très cordial et sympathique. 
Je vous conseille de vous laisser guider et de faire confiance au chef
Je recommande les cocktails au pisco! 
Seul bémol on est dans un restaurant gastronomique alors les portions sont petites !
Certains de nos collaborateurs avaient encore petite faim!

Un grand bravo pour chef pour l’excellent ceviche et le bœuf marine relevé et délicat!

Une très bonne expérience culinaire "
amar m,827amarm,14 décembre 2017,Sublime cuisine de coeur et de voyage,5.0,couples,21,"Un trop petit lieu pour une très grande cuisine avec 1 chef qui offre 1 cuisine inventive créatrice subtile avec des idées de présentation que seul 1 véritable artiste peut mener à bien.
Ce fut 1 moment superbe et nous vous remercions pour ce délicieux voyage dans l'assiette, et en salle conté par la directrice. 
A mon avis c'est 1 mariage  totalement réussi d'une cuisine des Andes et de la gastronomie Française. 
Étant de la partie je ne peux que regretter la petitesse de ce restaurant en vue de votre   2eme étoile à mon avis totalement  méritée.
Amar"
Mimifiori,Mimifiori,11 décembre 2017,Un magnifique Voyage de Saveurs & + encore !,5.0,couples,10,"Quelle découverte, Quel plaisir, Que de saveurs,...chez Miraflores! 

Nous avons énormément apprécié cette merveilleuse cuisine péruvienne, le raffinement du Chef, les explications et le service de la Sommelière et du jeune serveur :) 

Nous avons voyagé avec le menu dégustation afin de découvrir une histoire, une culture, une très belle cuisine... Bravo Excellent."
G_rard_P_13_13,G_rard_P_13_13,25 novembre 2017,Une découverte de la cuisine péruvienne,4.0,family,29,"Petit salle très cosy avec une vingtaine de couverts
Clientèle jeune
Personnel professionnel et discret
La sommelière connaît bien son affaire et nous a très bien conseillé sur la dégustation des vins péruviens 
Un pisco sour s'impose pour l'apertif

Ensuite laisser vous porter sur les thèmes du ""menu Nazca""

Ce jeune chef péruvien mérite bien son étoile au Guide Michelin

À découvrir impérativement "
Arturo F,229arturof,22 novembre 2017,Voyagez au Pérou le temps d'une soirée,5.0,couples,4,"Petit restaurant à l'atmosphère chaleureuse et conviviale, Miraflores vous fait partir pour le Pérou. Cuisine raffinée, présentant un mariage franco péruvien idéal, sans dénaturaliser les saveurs authentiques péruviennes que l'on retrouve agréablement ( piments, ceviche, différentes variétés de mais, lucuma etc.. surtout ayant voyagé en Amérique du Sud, c'est un pur bonheur ). Abandonnez surtout la coupe de champagne et adoptez un cocktail traditionnel péruvien au Pisco. Service irréprochable, vins péruviens excellents. Agneau cuit à la perfection. 
De tous les restaurants étoilés que j'ai essayé sur Lyon, Miraflores est certainement le meilleur, pour le moins le seul qui sais vous faire voyager et vous sortir de la routine des produits francais traditionnels."
nemos,meyeros,12 novembre 2017,Top mais....,4.0,family,28,"Des mets originaux très goûteux....bien présentés... c est copieux sans la sensation d être trop rassasiés....
En revanche, nous avions pris le vin en accord avec les plats, ce qui est une erreur...pas sûr la qualité....mais sur la quantité....moins de 12cl....par verre ...3 verres , 30euros....
Dommage! 
"
Aurélie D,353aur_lied,30 octobre 2017,Fabuleuse découverte,4.0,couples,14,"Ce fut une soirée pleine de merveilleuses découvertes franco péruviennes, dans une salle intimiste ! À refaire dès la prochaine carte "
PtitLouis2012,PtitLouis2012,28 octobre 2017,Unique....!!!,5.0,couples,202,Ici on ne fait pas que manger...on voyage...on rêve...le chef est péruvien...et le revendique...la fusion est totale...les plats sont revissés en fonction de la disponibilité des produits sous nos latitudes;...les associations sont étonnantes et toutes aussi réussies les unes que les autres...du travail d'artiste....nous reviendrons c'est sûr....!!
Serpollet,Serpollet,28 octobre 2017,Une très grande table!,5.0,friends,152,"Restaurant ""franco-Péruvien""dit l'enseigne.En fait,à l'exception d'un foie gras parfait,ce ne sont que des plats péruviens qui nous sont proposés.Préparations sublimes à l'instar des présentations originales et très classe.Explosions de saveurs,mariage étonnant des épices,piments.
Une expérience unique à Lyon et que l'on ne peut retrouver que dans les très grands restaurants de Lima.
Rarement,les prix élevés ne m'ont paru aussi justifiés!
Magnifique carte des vins là,pour le coup,vraiment franco-péruvienne!"
Bruno G,brunog387,26 octobre 2017,Epoustouflant,5.0,couples,135,"Quel voyage culinaire magnifique nous avons fait en goûtant des saveurs, des épices, des légumes, des alcools, tout à fait nouveau pour nous. Un service très pédagogique nous expliquant les différentes saveurs que nous goûtions. Dès le départ c'est la fête pour les papilles. Les différents plats qui accompagnent l'apéritif sont le départ du voyage. En entrée nous avons eu du lieu noir cru, non pas en carpaccio mais en morceau. Le poisson avait mariné longuement dans les légumes et épices, c'était tout simplement divin. Ensuite nous avons eu de l'agneau, cuisson parfaite, un dressage d'assiette très étudié. l'accompagnement des vin participe à ce voyage. De plus en sortant de ce repas pour nous époustouflant, nous étions légers et nous n'avons eu aucun problème de digestion. Ce restaurant, sobre dans sa décoration, n'est pas très grand, il vaut mieux réserver. Compte tenu de la qualité de ce repas nous n'avons pas payé cher du tout. Malheureusement nous habitons très loin, sinon nous y serions retourné tout de suite. Nous aurions aimé saluer le chef mais je crois qu'il n'aime pas trop cet exercice. Dans tous les cas il faut y aller et rapidement..."
Gunther37,Gunther37,2 septembre 2017,Très belle découverte!,5.0,friends,930,"Cette adresse mérite vraiment que l'on s'y arrête. Confortablement installé dans une petite salle au design épuré, l'on y découvre une cuisine très originale et savoureuse et le beau dressage des assiettes, esthétique et un peu théâtral rajoute au plaisir du repas. L'accord mets et vins est bien vu, et permet également de découvrir des vins péruviens. Rajoutez à cela, qu'au regard de la qualité de la cuisine, les prix sont très honnêtes. J'y retournerai avec grand plaisir..."
laetitia r,lroulae,30 août 2017,Agréable surprise,5.0,none,15,"Nous avons fait ce restaurant en amoureux et nous sommes ressortis de cet établissement ravi, cuisine raffinée accueil chaleureux cadre cosy, merveilleux souvenir, à refaire sans hésitation "
Lionel B,lionelb715,12 juillet 2017,Fantastique,5.0,couples,76,"Cuisine sublime. Très raffinée, créative et excellente. Un Pisco en cocktail puis en digestif. Bon service. Une adresse incontournable si vous êtes de passage à Lyon."
Benjamin L,Benjamin1977,11 juillet 2017,Sur le thème du voyage au Pérou,4.0,family,153,"***Attention, cet avis ne concerne que moi et non les autres convives de la table***

En entrant dans ce restaurant, on vous promet de voyager au Pérou, à travers une découverte culinaire et gustative atypique. La découverte est là, l'originalité et les produits locaux aussi, l'exécution parfaite. Ne manque à mon goût qu'un peps pour vraiment voyager au pays des Incas, le goût qui reste et qui donne la surprise, la touche qui fait conserver le souvenir d'une saveur particulière. Dommage. Dommage également que le chef ne puisse venir physiquement saluer ses clients, quelque soit la raison. Il reste l'incarnation de sa cuisine et ne pas le voir est presque frustrant. Ce n'est pas si grave au final, Miraflores reste une expérience culinaire à vivre."
genevieve L,808genevievel,8 juillet 2017,Découverte exotique bien agréable,5.0,friends,454,"Des saveurs venues d'ailleurs dépaysantes, mais tellement savoureuses!
Un plaisir pour les papilles!
Assiette bien présentées ; des explications sur les ingrédients, les souvenirs du chef qui a voulu faire partager les plaisirs gustatifs de son enfance.
Accueil très sympathique.
Les vins du pérou sont également atypiques, mais excellents."
Inspire69F,Inspire69F,23 juin 2017,Des saveurs surprenantes,5.0,friends,25,"Nous avons pris le premier menu. La carte d'été venait d'être mise en place. Sur l'ensemble des plats, mais surtout l'entrée autour de la truite, ce qui ressort est la précision des saveurs. On reconnait le travail du chef,  chaque ingrédient n'étant pas là par hasard.  Surprenant et très agréable. "
