user,user_profile,date_review,title,rating,type_visit,num_contributions,review
anne-jacques-lyon,anne-jacques-lyon,10 avril 2019,Autant de plaisir pour les yeux que pour les papilles!,5.0,friends,120,"Décoration sobre du restaurant qui permet de se concentrer sur l'assiette !! Personnel charmant et attentionné. Des amuse-bouches très sophistiqués (tartelette fine et mystérieuse, oeuf de caille fumé, composition très design à base de foie gras , petits pois ...), saumon servi sur un galet et surmonté de sculptures de radis parfumés à ...., pigeon fondant avec pastilla, chariot de fromages très variés et delicieux,  panacota façon mojito, et le dessert autour de la fraise .... bref une succession de tableaux magnifiques pour un dressage d' assiettes très sophistiqué, et un festival de goûts et de textures !!! 
Une vraie réussite et un immense régal des yeux et des papilles !!!"
agata44,agata44,7 avril 2019,Exaltation des Sens,5.0,couples,11,"Un plaisir partagé tant par l'accueil, par la recherche des mets.
Une belle adresse où l'association saveur, textures et beauté se marient parfaitement dans chacun des plats présentés avec Amour et justesse.
Bref, une soirée divine que nos papilles ont fortement apprécié. Un nouvel art culinaire serait-il né chez Christophe Rouger ?
Le lendemain fut plus difficile avec l'Urban Trail...
Bravo à M. et Mme Rouger et toute son équipe !"
Lud J,LudJ4,31 mars 2019,Sublime,5.0,couples,3,"Nous avons passé un agréable moment dans ce restaurant.
Tous les plats étaient très bons et le service irréprochable.
De superbes dressages, du début à la fin. 

Coups de cœur pour le saumon mi-cuit effeuille de radis red, et la soupe de grenouilles cressonnière."
gtx2016,gtx2016,27 mars 2019,la finesse et les saveurs dans votre assiette,5.0,couples,19,"ambiance simple et décontractée.excellent accueil .Décor moderne et sobre,chaud et raffiné.
Service efficace, discret avec du personnel àl' ecoute et chaleureux.
Repas trés élaboré, fin  gouteux avec une présentation superbe."
Alexandre P,alexandrep833,26 mars 2019,D’une excellence sans nom!,5.0,solo,57,"Troisième visite pour ma part, une excellence , des saveurs , des textures des goûts un équilibre des saveurs , le service est magique , le restaurant mérite 3*!!!! A venir découvrir ce restaurant et ce moment unique culinaire ! "
anthony,anthony_,25 mars 2019,Un délice,5.0,none,146,"Que vous dire, j'ai rêvé de l'entrée au dessert
Ce fut une balade gourmande qui nous a fait découvrir la créativité et le savoir-faire du chef.
Un délice je vous dit"
sotanum,sotanum,20 mars 2019,Voyage Gastro !,5.0,none,5,"La classe à tous les étages : présentation, gout, texture. Le cadre est plus prestigieux qu'à Saint Just Saint Rambert mais moins authentique ! ;-)"
Matthieu S,855matthieus,19 mars 2019,Au top !,5.0,couples,42,"Un repas dégustation au top. 
Le cadre est épuré 
Les plats sont travaillés en finesse sans chichis pour faire ressortir le goût de chaque aliment
Une mention spéciale pour le bœuf wagyu ! Un plat signature pour moi !
Carte des vins offrant du choix tant en terroir qu’en prix. 
Nous y retournerons avec plaisir "
Serge Grand,sergeg635,18 mars 2019,De la cuvée papy au septième ciel,5.0,family,262,"C'est lors d'une dégustation que nous avons rencontré le chef qui nous a présenté son établissement, ce samedi c'est le rendez vous familial pour découvrir cette table.
Acceuil professionnel , chaleureux et attentionné. Cadre épuré tout en étant douillet. Un sans faute du début a la fin. Les pré entrées sont tres recherchées aussi bien en goût, en mâche  qu'en présentation. Les plats y compris les desserts sont tres bien travaillés, goût, saveur,textures et présentation forme une parfaite harmonie voir parfois une certaine magie. 
Le service professionnel avec beaucoup de gentillesse ce qui nous fait sentir chez soi. 
Une carte des vins bien achalandé  à des prix tres corrects pour un deux étoiles en grande métropole 
Merci Christophe Roure et son équipe pour cette belle et bonne soirée, nous reviendrons.
Nous avons énormément apprécié votre visite en salle "
BMG06,BMG69,16 mars 2019,Un enchantement,5.0,business,198,"Un enchantement c'est le moins que l'on puisse dire de cette maison.
Christophe Roure réussit à travers, ses plats, d'une subtilité incroyable, à nous proposer des saveurs allant crescendo durant tout le déjeuner. 
Le service est précis, présent, sans être oppressant. 
La carte des vins est agréable aux prix abordables pour de nombreuses bouteilles.
Un seul regret: 
Nous aurions  apprécié la visite du chef en fin de service."
Ché Y,378ch_y,15 mars 2019,Très bon,4.0,couples,367,"Ce restaurant dispose d’une très jolie salle, agréablement décorée et suffisamment spacieuse. Le personnel est accueillant, à l’écoute mais absolument pas oppressant. 
Le déjeuner d’affaire débute par 3 mises en bouches légères, suivi d’un plat (qui pour ma part manquait légèrement d’accompagnement). Le repas se termine par un café gourmand très copieux, pour lequel vous avez le choix de la boisson chaude (café, thés, infusions). En résumé, une très bonne adresse avec un bon rapport qualité prix. "
LOUJAS83,LOUJAS83,15 mars 2019,EXCELLENTISSIME,5.0,business,375,"Un pur régal pour les papilles,aucune fausse note du début à la fin du déjeuner, des associations de saveurs qui vous enchantent dès la première bouchée, un service agréable et très pro tout particulièrement notre serveur ( un jeune brésilien)fort sympathique avec un avenir assuré.
Nous n'avons pas pu féliciter le cheh qui était aux fourneaux dommage!!!"
Seblenor,seblenor,3 mars 2019,Parfait,5.0,family,35,"Nous avons testé et restaurant en famille et tout le monde a adoré, sans restriction, même notre fille se 10 ans.
Plats excellents et magnifiquement présentés, service parfaitement au niveau sans tomber dans l’excès les plats s’enchènent àun bon rythme , limitant au maximum l’attente.
Pour moi, il rivalise sans problème avec pas mal de 3étoiles. 
Un incontournable au tarif totalement justifié."
FRANCOIS69250,FRANCOIS69250,27 février 2019,Une belle découverte !,5.0,business,19,"Au rez-de-chaussé d'un immeuble du 6eme arrdt de Lyon, cadre moderne et feutré, convivial. L'accueil y est parfait et de toute les attentions. Quant aux papilles, la recherche et la présentation est à son summum."
Frédéric,590fr_d_ricm,16 février 2019,bonne cuisine mais pas digne d'un deux etoiles,3.0,couples,3,"une très bonne cuisine originale, avec des produits de qualité mais un service déplorable 
et que dire de la dame de l’accueil très méprisant pour sa clientèle elle m'a parlé avec énormément d'arrogance lors du règlement.
pour un deux étoiles cela est bien regrettable, quand je pense au restaurant Marc Veyrat qui a aujourd'hui malheureusement perdu sa troisième étoile je pense que le 9éme art ne joue pas dans la même catégorie

Pour mériter ses deux étoiles je pense que ce restaurant devrait prendre des leçons d'humilité parmi les plus grands  ( PIC, Trois Gros, Veyrat, Anton Ducasse.....)
Le chef ne juge pas utile de  venir saluer sa clientèle , le personnel a oublie la fonction de sourire aucun mot aimable.............
dommage pour le travail en cuisine qui mérite un véritable coup de chapeau"
pilarin21,pilarin21,16 février 2019,super repas anniversaire de mariage,5.0,couples,46,"Tout est parfait. l'accueil, le service, les présentation des plats, les plats. La qualité est parfaite. Le service est parfait et décontracté. Bravo pour tout"
Dada C,L4220QMdanielec,13 février 2019,2 étoiles bof !!,2.0,couples,28,Personnel prétentieux. Cuisine pour un 2 étoiles c'est bof. J'ai mangé dans 1 restaurant 1 étoile et c'était beaucoup plus raffiné. Je ne reviendrai plus dans ce restaurant car j'ai été vraiment déçu.
j c,jc882,12 février 2019,"Très belle cuisine, Salle sans charme.",5.0,business,72,"Très belle cuisine, technique, au goût du jour, sans esbroufe.carte des vins convenable,le gros bémol restant la petite salle qui ne permet pas l intimité que j aime pouvoir trouvé dans ce type d établissement."
Patrice E,Pamo27,11 février 2019,De la cuisine à étoiler,5.0,couples,193,"De la grande cuisine...
Du service en salle aux plats originaux, pas de place au hasard.
Conseils pour accords mets vins au top...
Repas du midi à 50 euros donne un aperçu de ce qu’est un grand chef...

Dommage que le prix du fromage avec cette formule est prohibitif.

Gros budget mais amoureux de la gastronomie doivent pousser la porte "
Julian-ROSS1981,Julian-ROSS1981,9 février 2019,Au top 😍😍😍,5.0,couples,55,"Un seul mot : Exceptionnel
A recommander vivement car tout était parfait.
De très bons moments partagés.
Vraiment bravo "
Eric M,F5056UGericm,1 février 2019,"Je ne sais pas trop quoi dire, parfait ?",5.0,family,67,"Repas pour mon anniversaire en famille. La table a goutté tous les plats. Tout a été parfait. Le prix est largement justifié par : les produits, le travail des produits, le service, ...
Sommelier parfait dans son conseil, je suis pourtant très exigeant.

Etoiles méritées"
Claude G,197claudeg,30 janvier 2019,Parfait,5.0,business,266,"Belle salle, bel accueil simple. Les mets sont au top, les vins parfaits quoique un peu chers, la nourriture sublime ! Que dire de plus, cela vaut largement des trois macarons parisiens avec la simplicité en sus ! Superbe présentation des plats.
Presque exceptionnel."
Alizée Mazut,alizeemazut,29 janvier 2019,WAHOUUUUU !,5.0,couples,10,"Fabuleux ! A quand une prochaine visite ? On y songe .. 
Rien à redire que ce soit les plats ou l’équipe tout est parfait. "
CarlaLoveTravel,CarlaLoveTravel,28 janvier 2019,Encore !,5.0,couples,87,Nous n’avons qu’une envie c’est d’y retourner très vite. Nous avons passé un merveilleux moment dans un cadre sympatique. Nous avons laissé le sommelier choisir les vins pour un accord aux plats des plus heureux. Mon conjoint qui a une forte intolérance aux épices fortes a été ravi des ajustements proposés et s’est régalé. 
Sylvio69,Sylvio69,26 janvier 2019,Excellent,5.0,couples,301,"Excellent restaurant 2 étoiles nous avons passé un très bon moment. Le service est attentionné, les plats sont très réussis. Nous n’avons pas pu malheureusement goûter le poisson cuit dans la cire d’abeille (rupture de stock pour notre table). Le dessert était bon mais décevant dans sa construction un peu simpliste pour ce type de restaurant.
A recommander "
cell69,cell69,26 janvier 2019,Fabuleux,5.0,none,317,"Que dire de plus qui n’a pas déjà été dit sur cette magnifique table ?!
C’est beau c’est  bon bluffant et renversant. Du très haut niveau, merci au chef et à tout l’équipe qui, de l’accueil au service, on contribué à nous faire passer une soirée délicieuse ..
L’huître en gelée tourbée marquera longtemps nos mémoires ! "
Roberto6974,Roberto6974,24 janvier 2019,Gastronomique et sympathique ...,5.0,couples,75,"Une table doublement étoilée qui le mérite ! Cuisine inventive et raffinée  mais pas farfelue pour surprendre à tout prix. Le chef est un grand professionnel ; l'accueil assuré par son épouse et  le service par le personnel en salle ,sont attentionnés et sympathiques sans être obséquieux ou envahissants.Décor sobre et agréable.
Une grande table sans esbrouffe à l'excellent rapport qualité-prix."
louise rvdn,louiservdn,18 janvier 2019,excellent !,5.0,couples,5,"Très belle expérience culinaire. Rien à redire, un service professionnel, une cuisine raffinée. 
Nous étions déjà venu il y a un an et c'est un réel plaisir de revenir dans cet établissement."
alexpiquemal,alexpiquemal,15 janvier 2019,Restaurant très raffiné,5.0,family,1,"Excellent restaurant. Très bon accueil,serveurs très sympathiques et qu’est ce qu’on a bien mangé. Un régal."
Lionel C,lionelc372,13 janvier 2019,Une expérience gastronomique,5.0,couples,111,"Un repas gastro exceptionnel. Nous avons pris le menu 4 plats avec accord mets et vins.
Des compositions culinaires soignées et vraiment excellentes. Je conseille vraiment l’accord mets et vins, les conseils du sommelier sont extrêmement pertinents avec en prime des découvertes. 
Le service est très attentionné tout en étant discret.
Un moment d’exception!"
Joe V,JoeV959,12 janvier 2019,Très bon moment,5.0,family,52,"Ce fut une belle découverte approuvée par l’ensemble de la table (7 adultes): belles associations visuelles et gustatives, une équipe aux petits soins, des amuses-bouches intéressants, bref nous avons passé un bon moment. À recommander"
laurent p,laurentp536,12 janvier 2019,Fin et délicat,5.0,family,108,"Sans trop de surprise, nous avons été ravis par ce restaurant ou la qualité des mets, les cuissons, la préparation, la présentation et le service sont exceptionnels, mais quoi de surprenant pour un doublement étoilé !
Nous avions l'habitude, chaque année de se faire un petit plaisir dans un restaurant gastronomique et cette année nous avons fait une délicieuse rencontre avec la cuisine du chef Christophe Roure.
C""était une belle découverte qui a fait l'unanimité, mes parents, ma femme, ma fille de 5 ans et moi même bien sur.
Le service fût parfait et prévenant, ils ont anticipé pour ma fille lui ont adapté un menu (on peut aussi prévenir à l'avance par téléphone).
On pense qu'à une chose, revenir le plus vite possible.
Encore merci pour ce moment."
Céline S,skowline,12 janvier 2019,Beau cadeau d'anniversaire,5.0,couples,120,"Mon conjoint m'a fait la surprise de m'emmener dans ce restaurant alors que nous retournions dans notre région après avoir passé une semaine près de Grenoble.
Magnifique cadre cosy, endroit pour poser son sac à main, éclairage feutré et service efficace et souriant.
Nous avons pris le menu découverte, 5 plats pour mon conjoint et 4 plats pour moi.
Amuse bouches excellents, huître délicieuse, Saint Jacques originales, homard bleu savoureux et boeuf wagyu tendre à souhait. Choix entre yaourt et fromage. Le yaourt à la figue était délicat et très bien parfumé. Petit bémol pour le dessert car uniquement à la pistache donc monosaveur.
Nous avons pris du vin au verre et avons bien été conseillés.
J'ai aussi trouvé dommage de ne pas avoir pu prendre le menu entrée, plat, fromage et dessert car les convives d'une même table doivent obligatoirement prendre le même menu. 
"
Thierry C,SUPERTITUS,8 janvier 2019,L'excellence à Lyon,5.0,friends,196,"Une cuisine de haute volée, technicité hors pair, un incroyable travail sur les saveurs, des produits de grande qualité, un grand raffinement dans la présentation.
Ajoutons à cela un accueil et un service attentionés, une carte des vins variée et aux tarifs raisonnables pour un restaurant 2**.
En résumé, incontestablement une des meilleurs tables de la région."
Philippe O,philippeo914,3 janvier 2019,Excellent diner !,5.0,couples,124,"Nous y avons dîné juste après le Nouvel An. Depuis l'accueil jusqu'au café,  nous avons tout apprécié . Les plats sont visuellement beaux, raffinés et exquis. Service discret et efficace. Excellente adresse à Lyon."
regis l,regisl669,2 janvier 2019,Tres bien mais ..,5.0,couples,162,"De très belles saveurs qui ont ravi mon amie pour son anniversaire. C est un ne très belle adresse.
Néanmoins une erreur de service fait que nous n avons pas pu profiter du plateau de fromages et que cela n a pas valu le moindre geste commercial ce qui est dommage a ce niveau .. Par ailleurs l attention de l établissement pour un anniversaire annoncé a l avance pourrait être un peu plus marquée."
Xavier,Koalaxav,30 décembre 2018,A faire,5.0,friends,11,"Deux étoiles Michelin et encore plus dans mon coeur. Un service au petits oignons. Des plats savoureux. Si le prix correspond au restaurant je regrette juste de ne pas pouvoir en faire ma cantine... Mais certaines choses sont là pour être savouré en petite quantité, plutôt que de s'habituer à cette excellence."
Thomas Beaube,dexteRoze,29 décembre 2018,Une soirée parfaite,5.0,couples,1,"De l'accueil jusqu'au dessert, j'ai passé une soirée merveilleuse avec ma compagne. L'endroit est fabuleux et l'expérience culinaire incroyable. Merci à toute l'équipe Du Neuvième Art de nous avoir fait vivre une superbe expérience, et mention spéciale à Victor pour son accueil et son service. Bravo."
Celine B,celineb988,29 décembre 2018,Fabuleux,5.0,friends,32,Une partition de couleurs et une explosion de saveurs. Un accueil parfait. Une très belle table à découvrir. Un futur trois étoiles?
hiltonlancie,hiltonlancie,28 décembre 2018,Ia 9 * symphonie ......,5.0,family,20,"Dejeuner ce jour un repas a 140 euros, une partition sans faute, un reel bonheur de decouverte de plaisir et de surprise - un minuscule bemol pour le dessert mono  saveur dans sa trilogie pistache mais bon, les gouts et les couleurs ...!! - les vins en accord parfait, condrieu et crozes...un personnel au top, acceuil, accompagnement pro et de bonne humeur avec une mention speciale pour le sommelier ....et la visite du chef en fin de spectacle pour un échange chaleureux et sympathique ...nous reviendrons c'est certain...bravo et bonne fin d'annee.."
lepetitpinson,lepetitpinson,22 décembre 2018,Précision Goût,5.0,couples,94,"Excellente table, service au top mention spéciale pour le caviste qui une fois déridé a de l humour. Les plats sont des oeuvres d'art. La cuisine est en finesse, les goûts sont précis, les cuissons admirables  
"
Gérard C,mimi-coco1921,17 décembre 2018,Cadeaux de Noël,5.0,couples,25,Bien accueilli personnelles au top gracieux aimable au niveau de la carte merveilleux excellent vraiment un grand chef je vais y retourner car nous nous sommes régalés
Patrick M,K1602OOpatrickm,16 décembre 2018,Une Grande Table,5.0,couples,100,"Niché dans le 6 ème arrondissement de Lyon, ce restaurant à l'ambiance zen et épurée se veut avant tout chaleureux. Le personnel en salle est présent, attentionné sans être pesant, le sommelier vous présente ses vins à la façon des passionnés. Chaque plat est inventif et fait jaillir ses saveurs, la présentation moderne et les mélanges subtils sont dosés juste comme il faut, de l'entrée au dessert il n'y a aucune fausse note. Merci Monsieur ROURE vous savez créer l'étonnement, l'émotion par votre cuisine."
mistersouple,mistersouple,13 décembre 2018,Magique,5.0,couples,49,"Invité par ma femme pour mon anniversaire en 2015, nous avions tellement aimé que je l'ai invité pour le sien en 2018.
Encore une fois tout fut parfait.
Cadre apaisant et serein, accord mets et vins de choix et avec toutes les explications que l'on souhaite de la part du sommelier. Quant aux plats : raffiné, élégant, savoureux...
Le chef passe entre les tables pour discuter. Le rapport qualité/prix y est comparé à d'autres institutions lyonnaises. La troisième étoile n'est plus loin."
Jean-Louis K,jeanlouisk190,13 décembre 2018,Excellente expérience,5.0,business,5,"Dans un cadre feutré, nous avons beaucoup apprécié la finesse des plats et le service impeccable. Un établissement de grande classe, le prix est évidemment en rapport."
Mariehenry725,Mariehenry755,12 décembre 2018,Des etoiles,5.0,couples,2,"C'est le meilleur endroit au j'ai eu la opportunité de mangé. On arrive à sortir avec la tête plein des étoiles.
Le service est professionel, rapide, juste parfait. Et la cuisine, précise, des détaillé que finis pour arrondir le goût dans les plats. On va retourner bientôt."
pga d,368pgad,11 décembre 2018,Dix sur dix pour le Neuvième Art,5.0,couples,13,"Déjeuner synonyme de raffinement de l'entrée au dessert,  le chef maîtrise tout et la perfection est au rendez-vous. Un service aussi discret qu'efficace et rapide. 
Au final une mémoire gustative ravie.
"
cathhnd,cathhnd,11 décembre 2018,Diner,5.0,family,60,"Excellente cuisine, superbe présentation très bon service cependant la salle manque d'espace
Très bon choix de vins. Le chef très sympathique fait le tour des tables en fin de service"
Pierre A,pa960235,11 décembre 2018,Exceptionnel,5.0,family,21,"Nous allons manger en famille pour un anniversaire. 
Service exceptionnel et décontracté pour un restaurant gastronomique. 
Les plats sont raffinés, créatifs..... 
je déjà hâte de revenir"
Velidhu91,Velidhu91,9 décembre 2018,Expérience raffinée,5.0,friends,298,"Très belle expérience culinaire. Le travail dans l'assiette est superbe. Coup de cœur pour les Noix de Saint Jacques et leur sauce truffée. Le service se fait depuis le centre de la salle, configuration particulière. Équipe à l'écoute et souriante. Le passage du chef en fin de service est apprécié. Un étoilé dans lequel on ne se sent pas mal à l'aise."
Gauthier F,gauthierfristot,26 novembre 2018,Succulentissime,5.0,couples,26,"Un grand moment de haute gastronomie passé avec les équipes très pro de Mr Roure. Mention spéciale pour le sommelier de la maison, une personne fort sympathique et vraiment passionné par son art. Les plats sont tous plus beaux et bons les uns que les autres. Merci pour cette délicieuse soirée."
Thierry F,664thierryf,25 novembre 2018,Un moment de fête grandiose,5.0,couples,42,"Rien à redire : une cuisine originale et parfaite, un service très  professionnel et chaleureux
Nous visitons de temps en temps. C' est un des 2 meilleurs restaurants que nous avons fait ces cinq dernières années 
Bravo"
louis f,682louisf,22 novembre 2018,au top,5.0,friends,3,excellent menu et service parfait je recommande fortement. on a passé un merveilleux moment. ne changer rien
Mike M,P937CAmikem,20 novembre 2018,Excellent,5.0,couples,21,"Produit de qualité
Une présentation soignée de l'orfèvrerie 
Un accueil comme le service très prof
A Recommander "
Henri_G6,Henri_G6,20 novembre 2018,L'art dans la cuisine,5.0,business,44,"Inventivité et execution impressionnante de maîtrise.
Cuissons parfaites, par exemple pour le foie d'agneau roti.
J'ai adoré les plats salés.
Un peu moins fan du sucré a l'exception du morito revisité en dessert.
Belle salle.
Dommage que le service ne soit pas a la hauteur de la cuisine.
Deception aussi du côté des vins.
Néanmoins adresse 5* pour le plaisir ressenti.
"
Christophe,christopheb402,18 novembre 2018,la perfection (bis),5.0,family,49,"pour  une deuxième visite, tout était parfait : l'accueil, le service, la cuisine et les vins. on sent une influence japonaise (citron, anguille) dans les plats. un vrai régal, un rapport qualité/prix parfait ! courez-y !"
lemounard,lemounard,14 novembre 2018,Encore plus extraordinaire que dans la Loire,5.0,couples,699,"Repas exceptionnel, des oeufs de cailles, les amuse-bouche, le superbe dos de chevreuil, l'omble chevalier cuit à la cire d'abeille, superbe cuisine de la mer, la troisième étoile n'est pas loin, le numéro 1 à Lyon sans aucun doute. Sommelier très pointu et surtout très agréable, service attentionné et discret"
Dream43601790599,Dream43601790599,11 novembre 2018,Un vrai moment de bonheur,5.0,family,1,"Nous avons rencontré C ROURE, chef généreux et chaleureux lors de notre venue au restaurant le Neuvième Art. Le chef a su ravir tous nos sens tout au long de ce fantastique repas, plaisir des yeux, émotion olfactive,  délice de la dégustation. 
Les saints-jacques et la truffe d'automne, le homard bleu acidulé ... des saveurs et des cuissons parfaites; un juste accord des vins servis par un sommelier fort sympathique. Nous sommes ressortis enthousiasmés. Merci à vous chef et à votre équipe, vous nous avez fait vivre un pur moment de bonheur."
Evelyne1169,Evelyne1169,10 novembre 2018,Déjeuner anniversaire,4.0,friends,34,"Restaurant très moderne, aménagé avec beaucoup de simplicité mais de très bonne facture
Gastronomie et service impeccable"
georges69-34,georges69-34,6 novembre 2018,Belle soirée gourmande,5.0,couples,129,"Quel restaurant !
Accueil parfait 
Salle agréable 
Service parfait 
Et des plats... fabuleux !! 
Merci à toute l’équipe 
"
ivanpatrice164,ivanpatrice164,6 novembre 2018,Cuisine moléculaire...,3.0,friends,5,"Je m'y suis rendu pour déjeuner avec un ami.....nous avons pris le menu le plus cher et la cuisine n'a pas été à la hauteur de ce que bous attendions, les vins (au verre)  étaient de qualité moyenne et un peu éventés...."
Gérard P,gegelebreton,6 novembre 2018,Grand restaurant dans le 6 ème à Lyon,4.0,friends,2,"Super 
Très bon moment entre amis...
Toujours difficile de se garer dans le 6 ème mais la récompense est dans l’assiette"
Antonia C,Antonia777,3 novembre 2018,Un joyau culinaire,5.0,couples,82,"Quelle magnifique découverte dans la recherche des plats, la présentation et le service. Tous les ingrédients pour passer un délicieux moment avec la présence du chef. "
daniele G,3danieleG,2 novembre 2018,When food becomes Art,5.0,none,30,"Tous les sens sont en merveille ! Chacune des assiettes est un petit univers sensoriel et poétique, chaque bouchée une surprise et un ravissement pour le palais: Harmonie des textures et des saveurs, cuissons maitrisées, service attentif, ambiance feutrée: une expérience gustative exceptionnelle !"
taniaspain,taniaspain,14 octobre 2018,Superbe restaurant !,5.0,friends,3,C’est un grand restaurant la cuisine est SUCULANTE. Je reviendrais !!! Avec des amis ou en famille accueil très convivial !!!
diamsforever,diamsforever,11 octobre 2018,Un GRAND restaurant,5.0,family,23,"C'est un restaurant sublime, un régal non stop des mises en bouches jusqu'aux mignardises qui suivent le dessert.
Restaurant découvert par hasard en bas de chez moi, le repas fait partie de mes excellents souvenirs culinaires : service, nourriture, vins, rien ne pêche. Un très grand moment de gastronomie et de plaisir"
vanessa j,336vanessaj,7 octobre 2018,Un moment extraordinaire,5.0,couples,6,"Du début à la fin, on en prend plein les yeux et plein les papilles. Les associations de goût et les cuissons sont parfaites. Le service aux petits soins. Le chef prend le temps ďe venir vous saluer à la fin du repas. Nous reviendrons sans hésiter."
alinagusaeva,alinagusaeva,7 octobre 2018,"Un grand ""merci""",5.0,couples,6,Visiter le neuvieme art a ete une belle experiance. Bien que un peu cher le service et la qualite des mets vaut le coup!
Anne B,annebY2120UE,6 octobre 2018,un grand,4.0,couples,66,nous fréquentons ce restaurant depuis son origine à saint just saint rambert et nous n'avons jamais été déçus.c'est toujours un grand plaisir que de déguster cette cuisine inventive et parfaitement maitrisée.
Sandrine A,sandrinea295,6 octobre 2018,1ere expérience de cuisine gastronomique,5.0,couples,4,"Tout est BEAU et tout est bon!
L accueil est chaleureux, le personnel est gentil et sait vous mettre à l aise.
C est une bulle enchantée. 
On regarde le personnel s affairer comme on regarde un spectacle.
Les mets sont d une qualité extraordinaire et il y a une telle expertise des cuissons et des SAVEURS!
Ça nous donne envie de RECOMMENCER!
Merci au Chef et à son ÉQUIPE!"
tomclo22,tomclo22,18 septembre 2018,Quel délice !,5.0,couples,40,"Un restaurant qui mérite vraiment ses étoiles ! Bel accueil, bel endroit et surtout quel délice pour le palais ! Explosion de saveurs en bouche, plats originaux et délicieux. Bref, à recommander sans hésitation"
nicaudj2,nicaudj2,18 septembre 2018,un plaisir,5.0,couples,2,Très bonne cuisine . Plats bien présentés et bien cuisinés tout était excellent et fin. Un endroit dans lequel on a envie de revenir très vite.
Jérôme S,236j_r_mes,17 septembre 2018,Excellent sur tous les points,5.0,family,33,"Accueil et service parfait. une cuisine raffinée, tres bien dressee et des plats mis en valeur. Un enchaînement parfait sans attente. Des attentions discretes durant tout le service.
Le passage et petit mot du chef en fin de repas.
Un excellent 2 etoiles au rapport qualite prix tres interessant.
A recommander"
Gilda B,gildabennani,16 septembre 2018,Un souvenir inoubliable !,5.0,none,28,Excellentissime restaurant gastronomique idéal pour fêter un évènement en famille ou entre amis et pour désirer y retourner.
checkor69,checkor69,12 septembre 2018,Cuisine inventive et raffinée,5.0,couples,1072,"Le soir, ce restaurant offre un cadre épuré tout en restant chaleureux avec sa lumière tamisée dans lequel se dressent une dizaine de tables. Le service est impeccable, assuré par 6 serveurs efficaces sans compter l’épouse du chef.
La cuisine est très raffinée avec des saveurs originales et des plats qui sont de véritables œuvres d’art. Ce restaurant s’apparente aux belles tables lyonnaises gastro-japonaises, la touche nippone en moins. Les accords mets-vins sont magnifient encore les assiettes.
Amateurs de fromages, le plateau est également magnifique, avec une belle palette de goûts et d’origines qui devient de plus en plus rare. Enfin, des bouchées pour la mise en bouche et des mignardises pour encadrer un merveilleux dîner.
Pour conclure, un beau restaurant à découvrir pour les gastronomes modernes à Lyon."
Léa Nagham K,856naghamk,12 septembre 2018,Merveilleux voyage culinaire,4.0,couples,818,"Nous avions hâte d'aller dans ce restaurant lyonnais (projet de faire tous les gastro de Lyon). C'était très bon, les plats sont très beaux, les cuissons maîtrisées, les produits de qualité. les amuses-bouche sont incomparables, c'est la première fois que j'ose manger les œufs de caille! quelle explosion de saveurs! le foie du canard et le maquereau grillé sont à tomber. Pour les plats nous avons une préférence pour le veau, jamais manger une si savoureuse viande. Large choix de fromages, le pré-dessert est topisme. Le dessert chocolat, un oeuvre d'art visuellement, manquait une note plus chocolatée (ça reste perso, je suis une chocolatophile). Personnel courtois mais on sentait que certains serveurs débutaient dans le métier. Le passage du chef à la fin saluer les convives est très appréciable. Décoration sobre, simple mais sans plus."
IfeelSogood,IfeelSogood69,10 septembre 2018,Très bien mais un grand mais,3.0,business,81,"Habituée des établissements étoilés étant née dans ce milieu, j'avais hâte d'aller dans ce restaurant lyonnais.
C'était très bon, les plats sont beaux, les cuissons maîtrisées, les produits de qualité.
Mais non désolé, pour un deux macarons Michelin il y a des choses à revoir et le rapport qualité/prix n'y est pas du tout pour un établissement de ce niveau.
Le chef de rang aux chaussures mal cirées, c’est moyen. Le maître d'hôtel qui nous dit bien qu'au fromage c'est soit le yaourt soit la voiture à fromage alors qu'on lui dit clairement et à plusieurs reprises qu'on veut les deux et qui finit par dire 15 fois qu'il y aura un supplément (et oui on s'en doute arrêtez d’insister) c'est très brasserie... Et le sommelier que dire, quand on est habitué à des sommeliers comme Eric Beaumard ou David Biraud ça fait un choc... Mes hôtes choisissent un Chablis. Je lui demande de nous raconter un peu l'histoire de sa bouteille. La seule réponse : c'est un Bourgogne cépage Chardonnay.... Oui ça on le savait... Le sommelier doit nous emmener un peu dans son univers, là rien. Il a juste servi à ouvrir la bouteille et remplir nos vins comme tous serveurs pourraient le faire. Aucune plus-value.
Enfin, les chocolats, au demeurant très bons, lors du café, mais qui viennent d'ailleurs perso je n’adhère pas...
C'est du détail, mais c'est un deux macarons Michelin non pas la brasserie du coin. Alors oui, déçue, ce d’autant que même si tout était très bon, je n'ai pas été éblouie par un plat ou par une association de produits."
julien R,JulienRR42,9 septembre 2018,Pur plaisir,5.0,couples,1,Un voyage au pays du goût et du bon goût. Voici un restaurant gastronomique qui vous fait aimer les restaurants.
Alexandre P,alexandrep833,8 septembre 2018,Une excellence !,5.0,solo,57,"Habitué des restaurants , et de passage à Lyon obliger de passer par cet établissement, l’intérieur du restaurant , est magnifique , on se sent bien à l’intérieur , quand à la cuisine , juste une merveille, de l’amuse bouche à la mignardise tout es parfait , saveurs, textures, un délice , 
Merci aussi à l’équipe du service , qui eux aussi on fait un super travail. Merci encore !!! "
